,,,Tiempo,Voltaje
,,,-0.00022059999174,124
,,,-0.00022039999021,122
,,,-0.00022019998869,124
,,,-0.00021999998717,122
,,,-0.00021979998564,124
,,,-0.00021959998412,122
,,,-0.0002193999826,124
,,,-0.00021919999563,122
,,,-0.0002189999941,124
,,,-0.00021879999258,122
,,,-0.00021859999106,122
,,,-0.00021839998954,122
,,,-0.00021819998801,122
,,,-0.00021799998649,124
,,,-0.00021779998497,122
,,,-0.00021759998344,122
,,,-0.00021739998192,122
,,,-0.00021719999495,122
,,,-0.00021699999343,122
,,,-0.0002167999919,122
,,,-0.00021659999038,122
,,,-0.00021639998886,122
,,,-0.00021619998734,122
,,,-0.00021599998581,120
,,,-0.00021579998429,122
,,,-0.00021559998277,122
,,,-0.0002153999958,124
,,,-0.00021519999427,122
,,,-0.00021499999275,120
,,,-0.00021479999123,122
,,,-0.0002145999897,120
,,,-0.00021439998818,122
,,,-0.00021419998666,122
,,,-0.00021399998514,120
,,,-0.00021379998361,122
,,,-0.00021359998209,120
,,,-0.00021339999512,122
,,,-0.0002131999936,118
,,,-0.00021299999207,122
,,,-0.00021279999055,118
,,,-0.00021259998903,118
,,,-0.0002123999875,120
,,,-0.00021219998598,120
,,,-0.00021199998446,120
,,,-0.00021179998294,120
,,,-0.00021159999596,118
,,,-0.00021139999444,120
,,,-0.00021119999292,116
,,,-0.0002109999914,116
,,,-0.00021079998987,116
,,,-0.00021059998835,118
,,,-0.00021039998683,118
,,,-0.0002101999853,118
,,,-0.00020999998378,118
,,,-0.00020979998226,116
,,,-0.00020959999529,118
,,,-0.00020939999376,120
,,,-0.00020919999224,116
,,,-0.00020899999072,118
,,,-0.0002087999892,116
,,,-0.00020859998767,116
,,,-0.00020839998615,114
,,,-0.00020819998463,116
,,,-0.0002079999831,116
,,,-0.00020779998158,116
,,,-0.00020759999461,116
,,,-0.00020739999309,116
,,,-0.00020719999156,114
,,,-0.00020699999004,116
,,,-0.00020679998852,116
,,,-0.000206599987,116
,,,-0.00020639998547,116
,,,-0.00020619998395,116
,,,-0.00020599998243,114
,,,-0.00020579999546,114
,,,-0.00020559999393,116
,,,-0.00020539999241,114
,,,-0.00020519999089,116
,,,-0.00020499998936,114
,,,-0.00020479998784,114
,,,-0.00020459998632,116
,,,-0.0002043999848,114
,,,-0.00020419998327,112
,,,-0.00020399998175,114
,,,-0.00020379999478,112
,,,-0.00020359999326,112
,,,-0.00020339999173,112
,,,-0.00020319999021,112
,,,-0.00020299998869,114
,,,-0.00020279998716,112
,,,-0.00020259998564,112
,,,-0.00020239998412,112
,,,-0.0002021999826,112
,,,-0.00020199999562,112
,,,-0.0002017999941,110
,,,-0.00020159999258,112
,,,-0.00020139999106,110
,,,-0.00020119998953,110
,,,-0.00020099998801,112
,,,-0.00020079998649,112
,,,-0.00020059998496,110
,,,-0.00020039998344,110
,,,-0.00020019998192,108
,,,-0.00019999999495,110
,,,-0.00019979999342,108
,,,-0.0001995999919,110
,,,-0.00019939999038,110
,,,-0.00019919998886,110
,,,-0.00019899998733,108
,,,-0.00019879998581,110
,,,-0.00019859998429,108
,,,-0.00019839998276,108
,,,-0.00019819999579,108
,,,-0.00019799999427,108
,,,-0.00019779999275,106
,,,-0.00019759999122,106
,,,-0.0001973999897,106
,,,-0.00019719998818,104
,,,-0.00019699998666,108
,,,-0.00019679998513,108
,,,-0.00019659998361,106
,,,-0.00019639998209,106
,,,-0.00019619999512,106
,,,-0.00019599999359,106
,,,-0.00019579999207,106
,,,-0.00019559999055,106
,,,-0.00019539998902,108
,,,-0.0001951999875,106
,,,-0.00019499998598,104
,,,-0.00019479998446,104
,,,-0.00019459998293,106
,,,-0.00019439998141,104
,,,-0.00019419999444,106
,,,-0.00019399999292,106
,,,-0.00019379999139,104
,,,-0.00019359998987,102
,,,-0.00019339998835,102
,,,-0.00019319998682,102
,,,-0.0001929999853,104
,,,-0.00019279998378,102
,,,-0.00019259998226,104
,,,-0.00019239999529,104
,,,-0.00019219999376,102
,,,-0.00019199999224,104
,,,-0.00019179999072,102
,,,-0.00019159998919,100
,,,-0.00019139998767,102
,,,-0.00019119998615,102
,,,-0.00019099998462,100
,,,-0.0001907999831,100
,,,-0.00019059998158,102
,,,-0.00019039999461,102
,,,-0.00019019999309,100
,,,-0.00018999999156,100
,,,-0.00018979999004,100
,,,-0.00018959998852,102
,,,-0.00018939998699,100
,,,-0.00018919998547,102
,,,-0.00018899998395,102
,,,-0.00018879998242,100
,,,-0.00018859999545,98
,,,-0.00018839999393,100
,,,-0.00018819999241,98
,,,-0.00018799999089,100
,,,-0.00018779998936,98
,,,-0.00018759998784,98
,,,-0.00018739998632,96
,,,-0.00018719998479,98
,,,-0.00018699998327,98
,,,-0.00018679998175,96
,,,-0.00018659999478,96
,,,-0.00018639999325,96
,,,-0.00018619999173,98
,,,-0.00018599999021,98
,,,-0.00018579998869,98
,,,-0.00018559998716,96
,,,-0.00018539998564,96
,,,-0.00018519998412,96
,,,-0.00018499998259,96
,,,-0.00018479999562,96
,,,-0.0001845999941,94
,,,-0.00018439999258,94
,,,-0.00018419999105,96
,,,-0.00018399998953,94
,,,-0.00018379998801,94
,,,-0.00018359998649,92
,,,-0.00018339998496,92
,,,-0.00018319998344,92
,,,-0.00018299998192,92
,,,-0.00018279999495,92
,,,-0.00018259999342,92
,,,-0.0001823999919,92
,,,-0.00018219999038,90
,,,-0.00018199998885,88
,,,-0.00018179998733,90
,,,-0.00018159998581,90
,,,-0.00018139998429,90
,,,-0.00018119998276,88
,,,-0.00018099998124,88
,,,-0.00018079999427,88
,,,-0.00018059999275,88
,,,-0.00018039999122,88
,,,-0.0001801999897,88
,,,-0.00017999998818,84
,,,-0.00017979998665,88
,,,-0.00017959998513,86
,,,-0.00017939998361,86
,,,-0.00017919998209,86
,,,-0.00017899999511,86
,,,-0.00017879999359,84
,,,-0.00017859999207,84
,,,-0.00017839999055,84
,,,-0.00017819998902,84
,,,-0.0001779999875,84
,,,-0.00017779998598,82
,,,-0.00017759998445,84
,,,-0.00017739998293,82
,,,-0.00017719998141,84
,,,-0.00017699999444,82
,,,-0.00017679999291,80
,,,-0.00017659999139,82
,,,-0.00017639998987,80
,,,-0.00017619998835,80
,,,-0.00017599998682,80
,,,-0.0001757999853,80
,,,-0.00017559998378,82
,,,-0.00017539998225,78
,,,-0.00017519999528,78
,,,-0.00017499999376,80
,,,-0.00017479999224,80
,,,-0.00017459999071,80
,,,-0.00017439998919,78
,,,-0.00017419998767,80
,,,-0.00017399998615,78
,,,-0.00017379998462,76
,,,-0.0001735999831,74
,,,-0.00017339998158,74
,,,-0.00017319999461,74
,,,-0.00017299999308,76
,,,-0.00017279999156,74
,,,-0.00017259999004,74
,,,-0.00017239998851,74
,,,-0.00017219998699,74
,,,-0.00017199998547,72
,,,-0.00017179998395,72
,,,-0.00017159998242,72
,,,-0.00017139999545,70
,,,-0.00017119999393,74
,,,-0.00017099999241,68
,,,-0.00017079999088,72
,,,-0.00017059998936,68
,,,-0.00017039998784,70
,,,-0.00017019998631,70
,,,-0.00016999998479,70
,,,-0.00016979998327,70
,,,-0.00016959998175,70
,,,-0.00016939999477,70
,,,-0.00016919999325,68
,,,-0.00016899999173,68
,,,-0.00016879999021,64
,,,-0.00016859998868,66
,,,-0.00016839998716,66
,,,-0.00016819998564,66
,,,-0.00016799998411,66
,,,-0.00016779998259,64
,,,-0.00016759999562,62
,,,-0.0001673999941,62
,,,-0.00016719999257,62
,,,-0.00016699999105,64
,,,-0.00016679998953,62
,,,-0.00016659998801,60
,,,-0.00016639998648,60
,,,-0.00016619998496,60
,,,-0.00016599998344,62
,,,-0.00016579998191,60
,,,-0.00016559999494,60
,,,-0.00016539999342,60
,,,-0.0001651999919,60
,,,-0.00016499999037,58
,,,-0.00016479998885,58
,,,-0.00016459998733,56
,,,-0.00016439998581,56
,,,-0.00016419998428,56
,,,-0.00016399998276,56
,,,-0.00016379998124,56
,,,-0.00016359999427,56
,,,-0.00016339999274,56
,,,-0.00016319999122,54
,,,-0.0001629999897,54
,,,-0.00016279998817,54
,,,-0.00016259998665,52
,,,-0.00016239998513,52
,,,-0.00016219998361,50
,,,-0.00016199998208,52
,,,-0.00016179999511,50
,,,-0.00016159999359,52
,,,-0.00016139999207,48
,,,-0.00016119999054,52
,,,-0.00016099998902,52
,,,-0.0001607999875,50
,,,-0.00016059998597,48
,,,-0.00016039998445,48
,,,-0.00016019998293,46
,,,-0.00015999998141,48
,,,-0.00015979999444,50
,,,-0.00015959999291,48
,,,-0.00015939999139,46
,,,-0.00015919998987,46
,,,-0.00015899998834,44
,,,-0.00015879998682,44
,,,-0.0001585999853,44
,,,-0.00015839998377,42
,,,-0.00015819998225,44
,,,-0.00015799999528,44
,,,-0.00015779999376,42
,,,-0.00015759999224,42
,,,-0.00015739999071,44
,,,-0.00015719998919,40
,,,-0.00015699998767,44
,,,-0.00015679998614,40
,,,-0.00015659998462,42
,,,-0.0001563999831,42
,,,-0.00015619998157,40
,,,-0.0001559999946,40
,,,-0.00015579999308,40
,,,-0.00015559999156,38
,,,-0.00015539999004,38
,,,-0.00015519998851,38
,,,-0.00015499998699,36
,,,-0.00015479998547,38
,,,-0.00015459998394,36
,,,-0.00015439998242,34
,,,-0.00015419999545,36
,,,-0.00015399999393,36
,,,-0.0001537999924,32
,,,-0.00015359999088,34
,,,-0.00015339998936,32
,,,-0.00015319998784,32
,,,-0.00015299998631,32
,,,-0.00015279998479,32
,,,-0.00015259998327,32
,,,-0.00015239998174,32
,,,-0.00015219999477,30
,,,-0.00015199999325,32
,,,-0.00015179999173,30
,,,-0.0001515999902,30
,,,-0.00015139998868,28
,,,-0.00015119998716,28
,,,-0.00015099998564,28
,,,-0.00015079998411,30
,,,-0.00015059998259,28
,,,-0.00015039998107,28
,,,-0.0001501999941,26
,,,-0.00014999999257,28
,,,-0.00014979999105,26
,,,-0.00014959998953,24
,,,-0.000149399988,26
,,,-0.00014919998648,24
,,,-0.00014899998496,24
,,,-0.00014879998344,22
,,,-0.00014859998191,24
,,,-0.0001483999949,22
,,,-0.0001481999934,20
,,,-0.0001479999919,22
,,,-0.0001477999904,20
,,,-0.0001475999888,20
,,,-0.0001473999873,20
,,,-0.0001471999858,20
,,,-0.0001469999843,20
,,,-0.0001467999828,18
,,,-0.0001465999812,16
,,,-0.0001463999943,20
,,,-0.0001461999927,18
,,,-0.0001459999912,16
,,,-0.0001457999897,18
,,,-0.0001455999882,16
,,,-0.0001453999866,16
,,,-0.0001451999851,16
,,,-0.0001449999836,16
,,,-0.0001447999821,16
,,,-0.0001445999951,14
,,,-0.0001443999936,12
,,,-0.0001441999921,14
,,,-0.0001439999905,12
,,,-0.000143799989,10
,,,-0.0001435999875,14
,,,-0.000143399986,10
,,,-0.0001431999844,12
,,,-0.0001429999829,10
,,,-0.0001427999814,12
,,,-0.0001425999944,10
,,,-0.0001423999929,8
,,,-0.0001421999914,8
,,,-0.0001419999899,8
,,,-0.0001417999883,6
,,,-0.0001415999868,6
,,,-0.0001413999853,8
,,,-0.0001411999838,8
,,,-0.0001409999822,6
,,,-0.0001407999953,4
,,,-0.0001405999938,6
,,,-0.0001403999922,4
,,,-0.0001401999907,4
,,,-0.0001399999892,4
,,,-0.0001397999877,4
,,,-0.0001395999861,4
,,,-0.0001393999846,4
,,,-0.0001391999831,2
,,,-0.0001389999816,0
,,,-0.0001387999946,0
,,,-0.0001385999931,0
,,,-0.0001383999916,0
,,,-0.00013819999,0
,,,-0.0001379999885,0
,,,-0.000137799987,0
,,,-0.0001375999855,-2
,,,-0.0001373999839,-2
,,,-0.0001371999824,-4
,,,-0.0001369999809,-4
,,,-0.0001367999939,-4
,,,-0.0001365999924,-4
,,,-0.0001363999909,-4
,,,-0.0001361999894,-6
,,,-0.0001359999878,-6
,,,-0.0001357999863,-6
,,,-0.0001355999848,-10
,,,-0.0001353999833,-6
,,,-0.0001351999817,-8
,,,-0.0001349999948,-6
,,,-0.0001347999932,-10
,,,-0.0001345999917,-10
,,,-0.0001343999902,-8
,,,-0.0001341999887,-10
,,,-0.0001339999872,-10
,,,-0.0001337999856,-10
,,,-0.0001335999841,-10
,,,-0.0001333999826,-10
,,,-0.0001331999811,-12
,,,-0.0001329999941,-10
,,,-0.0001327999926,-12
,,,-0.000132599991,-12
,,,-0.0001323999895,-12
,,,-0.000132199988,-12
,,,-0.0001319999865,-14
,,,-0.000131799985,-14
,,,-0.0001315999834,-14
,,,-0.0001313999819,-16
,,,-0.0001311999949,-14
,,,-0.0001309999934,-16
,,,-0.0001307999919,-16
,,,-0.0001305999904,-18
,,,-0.0001303999888,-16
,,,-0.0001301999873,-16
,,,-0.0001299999858,-20
,,,-0.0001297999843,-18
,,,-0.0001295999828,-18
,,,-0.0001293999812,-18
,,,-0.0001291999943,-20
,,,-0.0001289999927,-20
,,,-0.0001287999912,-22
,,,-0.0001285999897,-22
,,,-0.0001283999882,-22
,,,-0.0001281999866,-22
,,,-0.0001279999851,-24
,,,-0.0001277999836,-22
,,,-0.0001275999821,-24
,,,-0.0001273999951,-26
,,,-0.0001271999936,-22
,,,-0.0001269999921,-28
,,,-0.0001267999905,-26
,,,-0.000126599989,-26
,,,-0.0001263999875,-26
,,,-0.000126199986,-28
,,,-0.0001259999844,-26
,,,-0.0001257999829,-28
,,,-0.0001255999814,-28
,,,-0.0001253999944,-28
,,,-0.0001251999929,-28
,,,-0.0001249999914,-30
,,,-0.0001247999899,-32
,,,-0.0001245999883,-32
,,,-0.0001243999868,-32
,,,-0.0001241999853,-32
,,,-0.0001239999838,-32
,,,-0.0001237999822,-34
,,,-0.0001235999807,-34
,,,-0.0001233999938,-34
,,,-0.0001231999922,-34
,,,-0.0001229999907,-36
,,,-0.0001227999892,-36
,,,-0.0001225999877,-36
,,,-0.0001223999861,-36
,,,-0.0001221999846,-38
,,,-0.0001219999904,-40
,,,-0.0001217999888,-38
,,,-0.0001215999873,-40
,,,-0.0001213999858,-38
,,,-0.0001211999843,-40
,,,-0.00012099999,-42
,,,-0.0001207999885,-40
,,,-0.000120599987,-42
,,,-0.0001203999855,-40
,,,-0.0001201999912,-42
,,,-0.0001199999897,-42
,,,-0.0001197999882,-44
,,,-0.0001195999866,-44
,,,-0.0001193999851,-44
,,,-0.0001191999909,-44
,,,-0.0001189999894,-44
,,,-0.0001187999878,-46
,,,-0.0001185999863,-46
,,,-0.0001183999848,-46
,,,-0.0001181999905,-46
,,,-0.000117999989,-48
,,,-0.0001177999875,-48
,,,-0.000117599986,-48
,,,-0.0001173999844,-48
,,,-0.0001171999902,-50
,,,-0.0001169999887,-50
,,,-0.0001167999872,-50
,,,-0.0001165999856,-50
,,,-0.0001163999841,-52
,,,-0.0001161999899,-50
,,,-0.0001159999883,-52
,,,-0.0001157999868,-52
,,,-0.0001155999853,-50
,,,-0.000115399991,-52
,,,-0.0001151999895,-54
,,,-0.000114999988,-56
,,,-0.0001147999865,-54
,,,-0.000114599985,-54
,,,-0.0001143999907,-56
,,,-0.0001141999892,-54
,,,-0.0001139999877,-58
,,,-0.0001137999861,-58
,,,-0.0001135999846,-60
,,,-0.0001133999904,-60
,,,-0.0001131999888,-58
,,,-0.0001129999873,-58
,,,-0.0001127999858,-60
,,,-0.0001125999843,-60
,,,-0.00011239999,-62
,,,-0.0001121999885,-62
,,,-0.000111999987,-64
,,,-0.0001117999855,-62
,,,-0.0001115999912,-62
,,,-0.0001113999897,-64
,,,-0.0001111999882,-62
,,,-0.0001109999866,-64
,,,-0.0001107999851,-66
,,,-0.0001105999909,-64
,,,-0.0001103999894,-66
,,,-0.0001101999878,-68
,,,-0.0001099999863,-66
,,,-0.0001097999848,-68
,,,-0.0001095999905,-66
,,,-0.000109399989,-70
,,,-0.0001091999875,-68
,,,-0.000108999986,-70
,,,-0.0001087999844,-72
,,,-0.0001085999902,-70
,,,-0.0001083999887,-72
,,,-0.0001081999872,-70
,,,-0.0001079999856,-72
,,,-0.0001077999841,-72
,,,-0.0001075999899,-74
,,,-0.0001073999883,-72
,,,-0.0001071999868,-74
,,,-0.0001069999853,-74
,,,-0.000106799991,-76
,,,-0.0001065999895,-74
,,,-0.000106399988,-76
,,,-0.0001061999865,-76
,,,-0.000105999985,-76
,,,-0.0001057999907,-78
,,,-0.0001055999892,-76
,,,-0.0001053999877,-78
,,,-0.0001051999861,-80
,,,-0.0001049999846,-80
,,,-0.0001047999904,-78
,,,-0.0001045999888,-80
,,,-0.0001043999873,-82
,,,-0.0001041999858,-84
,,,-0.0001039999843,-84
,,,-0.00010379999,-84
,,,-0.0001035999885,-84
,,,-0.000103399987,-82
,,,-0.0001031999855,-84
,,,-0.0001029999912,-84
,,,-0.0001027999897,-86
,,,-0.0001025999882,-86
,,,-0.0001023999866,-86
,,,-0.0001021999851,-88
,,,-0.0001019999909,-86
,,,-0.0001017999894,-88
,,,-0.0001015999878,-88
,,,-0.0001013999863,-90
,,,-0.0001011999848,-90
,,,-0.0001009999905,-88
,,,-0.000100799989,-90
,,,-0.0001005999875,-92
,,,-0.000100399986,-90
,,,-0.0001001999844,-92
,,,-9.9999990198E-05,-92
,,,-9.9799988675E-05,-92
,,,-9.9599987152E-05,-92
,,,-9.9399985629E-05,-94
,,,-9.9199984106E-05,-92
,,,-9.8999989859E-05,-94
,,,-9.8799988336E-05,-96
,,,-9.8599986813E-05,-94
,,,-9.8399985291E-05,-96
,,,-9.8199991044E-05,-98
,,,-9.7999989521E-05,-98
,,,-9.7799987998E-05,-96
,,,-9.7599986475E-05,-98
,,,-9.7399984952E-05,-100
,,,-9.7199990705E-05,-98
,,,-9.6999989182E-05,-100
,,,-9.6799987659E-05,-100
,,,-9.6599986136E-05,-100
,,,-9.6399984614E-05,-100
,,,-9.6199990367E-05,-100
,,,-9.5999988844E-05,-102
,,,-9.5799987321E-05,-102
,,,-9.5599985798E-05,-102
,,,-9.5399984275E-05,-102
,,,-9.5199990028E-05,-104
,,,-9.4999988505E-05,-104
,,,-9.4799986982E-05,-104
,,,-9.4599985459E-05,-104
,,,-9.4399983936E-05,-104
,,,-9.419998969E-05,-104
,,,-9.3999988167E-05,-108
,,,-9.3799986644E-05,-106
,,,-9.3599985121E-05,-108
,,,-9.3399990874E-05,-106
,,,-9.3199989351E-05,-106
,,,-9.2999987828E-05,-106
,,,-9.2799986305E-05,-108
,,,-9.2599984782E-05,-108
,,,-9.2399990535E-05,-108
,,,-9.2199989012E-05,-110
,,,-9.199998749E-05,-110
,,,-9.1799985967E-05,-112
,,,-9.1599984444E-05,-110
,,,-9.1399990197E-05,-112
,,,-9.1199988674E-05,-114
,,,-9.0999987151E-05,-114
,,,-9.0799985628E-05,-112
,,,-9.0599984105E-05,-112
,,,-9.0399989858E-05,-114
,,,-9.0199988335E-05,-114
,,,-8.9999986812E-05,-116
,,,-8.979998529E-05,-114
,,,-8.9599991043E-05,-116
,,,-8.939998952E-05,-116
,,,-8.9199987997E-05,-116
,,,-8.8999986474E-05,-116
,,,-8.8799984951E-05,-116
,,,-8.8599990704E-05,-118
,,,-8.8399989181E-05,-120
,,,-8.8199987658E-05,-118
,,,-8.7999986135E-05,-120
,,,-8.7799984613E-05,-118
,,,-8.7599990366E-05,-120
,,,-8.7399988843E-05,-118
,,,-8.719998732E-05,-120
,,,-8.6999985797E-05,-122
,,,-8.6799984274E-05,-122
,,,-8.6599990027E-05,-122
,,,-8.6399988504E-05,-122
,,,-8.6199986981E-05,-120
,,,-8.5999985458E-05,-122
,,,-8.5799983935E-05,-124
,,,-8.5599989688E-05,-122
,,,-8.5399988166E-05,-124
,,,-8.5199986643E-05,-124
,,,-8.499998512E-05,-126
,,,-8.4799990873E-05,-124
,,,-8.459998935E-05,-128
,,,-8.4399987827E-05,-126
,,,-8.4199986304E-05,-126
,,,-8.3999984781E-05,-126
,,,-8.3799990534E-05,-128
,,,-8.3599989011E-05,-126
,,,-8.3399987489E-05,-128
,,,-8.3199985966E-05,-126
,,,-8.2999984443E-05,-126
,,,-8.2799990196E-05,-128
,,,-8.2599988673E-05,-128
,,,-8.239998715E-05,-130
,,,-8.2199985627E-05,-128
,,,-8.1999984104E-05,-130
,,,-8.1799989857E-05,-130
,,,-8.1599988334E-05,-132
,,,-8.1399986811E-05,-132
,,,-8.1199985289E-05,-132
,,,-8.0999983766E-05,-128
,,,-8.0799989519E-05,-132
,,,-8.0599987996E-05,-134
,,,-8.0399986473E-05,-132
,,,-8.019998495E-05,-132
,,,-7.9999990703E-05,-132
,,,-7.979998918E-05,-132
,,,-7.9599987657E-05,-132
,,,-7.9399986134E-05,-132
,,,-7.9199984611E-05,-134
