Record Length,2500,Points,,,Tiempo,Voltaje,
,,,,5,1600000,3.679.999.924,
,,,,5,1800000,3.600.000.000,
,,,,5,2000000,3.679.999.924,
,,,,5,2200000,3.760.000.229,
,,,,5,2400000,3.679.999.924,
,,,,5,2600000,3.760.000.229,
,,,,5,2800000,3.679.999.924,
,,,,5,3000000,3.760.000.229,
,,,,5,3200000,3.760.000.229,
,,,,5,3400000,3.679.999.924,
,,,,5,3600000,3.760.000.229,
,,,,5,3800000,3.760.000.229,
,,,,5,4000000,3.760.000.229,
,,,,5,4200000,3.840.000.153,
,,,,5,4400000,3.760.000.229,
,,,,5,4600000,3.840.000.153,
,,,,5,4800000,3.840.000.153,
,,,,5,5000000,3.760.000.229,
,,,,5,5200000,3.840.000.153,
,,,,5,5400000,3.760.000.229,
,,,,5,5600000,3.840.000.153,
,,,,5,5800000,3.920.000.076,
,,,,5,6000000,3.840.000.153,
,,,,5,6200000,3.920.000.076,
,,,,5,6400000,3.920.000.076,
,,,,5,6600000,3.840.000.153,
,,,,5,6800000,3.920.000.076,
,,,,5,7000000,3.840.000.153,
,,,,5,7200000,3.920.000.076,
,,,,5,7400000,3.920.000.076,
,,,,5,7600000,3.840.000.153,
,,,,5,7800000,3.920.000.076,
,,,,5,8000000,3.920.000.076,
,,,,5,8200000,3.920.000.076,
,,,,5,8400000,3.920.000.076,
,,,,5,8600000,3.920.000.076,
,,,,5,8800000,3.920.000.076,
,,,,5,9000000,3.920.000.076,
,,,,5,9200000,3.920.000.076,
,,,,5,9400000,4.000.000.000,
,,,,5,9600000,3.920.000.076,
,,,,5,9800000,4.000.000.000,
,,,,6,0,4.000.000.000,
,,,,6,200000,4.000.000.000,
,,,,6,400000,4.000.000.000,
,,,,6,600000,4.000.000.000,
,,,,6,800000,4.000.000.000,
,,,,6,1000000,4.000.000.000,
,,,,6,1200000,4.000.000.000,
,,,,6,1400000,4.079.999.924,
,,,,6,1600000,4.000.000.000,
,,,,6,1800000,4.000.000.000,
,,,,6,2000000,4.079.999.924,
,,,,6,2200000,4.000.000.000,
,,,,6,2400000,4.079.999.924,
,,,,6,2600000,4.000.000.000,
,,,,6,2800000,4.079.999.924,
,,,,6,3000000,4.079.999.924,
,,,,6,3200000,4.079.999.924,
,,,,6,3400000,4.079.999.924,
,,,,6,3600000,4.079.999.924,
,,,,6,3800000,4.079.999.924,
,,,,6,4000000,4.079.999.924,
,,,,6,4200000,4.160.000.229,
,,,,6,4400000,4.079.999.924,
,,,,6,4600000,4.160.000.229,
,,,,6,4800000,4.079.999.924,
,,,,6,5000000,4.160.000.229,
,,,,6,5200000,4.160.000.229,
,,,,6,5400000,4.079.999.924,
,,,,6,5600000,4.160.000.229,
,,,,6,5800000,4.240.000.153,
,,,,6,6000000,4.079.999.924,
,,,,6,6200000,4.160.000.229,
,,,,6,6400000,4.079.999.924,
,,,,6,6600000,4.160.000.229,
,,,,6,6800000,4.160.000.229,
,,,,6,7000000,4.160.000.229,
,,,,6,7200000,4.240.000.153,
,,,,6,7400000,4.160.000.229,
,,,,6,7600000,4.160.000.229,
,,,,6,7800000,4.240.000.153,
,,,,6,8000000,4.160.000.229,
,,,,6,8200000,4.240.000.153,
,,,,6,8400000,4.240.000.153,
,,,,6,8600000,4.160.000.229,
,,,,6,8800000,4.240.000.153,
,,,,6,9000000,4.240.000.153,
,,,,6,9200000,4.240.000.153,
,,,,6,9400000,4.160.000.229,
,,,,6,9600000,4.240.000.153,
,,,,6,9800000,4.240.000.153,
,,,,7,0,4.240.000.153,
,,,,7,200000,4.320.000.076,
,,,,7,400000,4.240.000.153,
,,,,7,600000,4.240.000.153,
,,,,7,800000,4.240.000.153,
,,,,7,1000000,4.240.000.153,
,,,,7,1200000,4.240.000.153,
,,,,7,1400000,4.240.000.153,
,,,,7,1600000,4.240.000.153,
,,,,7,1800000,4.240.000.153,
,,,,7,2000000,4.240.000.153,
,,,,7,2200000,4.240.000.153,
,,,,7,2400000,4.320.000.076,
,,,,7,2600000,4.240.000.153,
,,,,7,2800000,4.240.000.153,
,,,,7,3000000,4.320.000.076,
,,,,7,3200000,4.240.000.153,
,,,,7,3400000,4.240.000.153,
,,,,7,3600000,4.240.000.153,
,,,,7,3800000,4.240.000.153,
,,,,7,40000000,4.320.000.076,
,,,,7,42000000,4.320.000.076,
,,,,7,44000000,4.320.000.076,
,,,,7,46000000,4.240.000.153,
,,,,7,48000000,4.240.000.153,
,,,,7,50000000,4.320.000.076,
,,,,7,52000000,4.320.000.076,
,,,,7,54000000,4.320.000.076,
,,,,7,56000000,4.320.000.076,
,,,,7,58000000,4.240.000.153,
,,,,7,60000000,4.320.000.076,
,,,,7,62000000,4.320.000.076,
,,,,7,64000000,4.320.000.076,
,,,,7,66000000,4.320.000.076,
,,,,7,68000000,4.320.000.076,
,,,,7,70000000,4.320.000.076,
,,,,7,72000000,4.320.000.076,
,,,,7,74000000,4.240.000.153,
,,,,7,76000000,4.320.000.076,
,,,,7,78000000,4.320.000.076,
,,,,7,80000000,4.320.000.076,
,,,,7,82000000,4.320.000.076,
,,,,7,84000000,4.320.000.076,
,,,,7,86000000,4.320.000.076,
,,,,7,88000000,4.320.000.076,
,,,,7,90000000,4.320.000.076,
,,,,7,92000000,4.320.000.076,
,,,,7,94000000,4.320.000.076,
,,,,7,96000000,4.320.000.076,
,,,,7,98000000,4.320.000.076,
,,,,8,0,4.320.000.076,
,,,,8,2000000,4.320.000.076,
,,,,8,4000000,4.320.000.076,
,,,,8,6000000,4.320.000.076,
,,,,8,8000000,4.320.000.076,
,,,,8,10000000,4.320.000.076,
,,,,8,12000000,4.320.000.076,
,,,,8,14000000,4.320.000.076,
,,,,8,16000000,4.400.000.000,
,,,,8,18000000,4.320.000.076,
,,,,8,20000000,4.240.000.153,
,,,,8,22000000,4.320.000.076,
,,,,8,24000000,4.320.000.076,
,,,,8,26000000,4.240.000.153,
,,,,8,28000000,4.320.000.076,
,,,,8,30000000,4.320.000.076,
,,,,8,32000000,4.320.000.076,
,,,,8,34000000,4.320.000.076,
,,,,8,36000000,4.240.000.153,
,,,,8,38000000,4.400.000.000,
,,,,8,40000000,4.320.000.076,
,,,,8,42000000,4.320.000.076,
,,,,8,44000000,4.320.000.076,
,,,,8,46000000,4.320.000.076,
,,,,8,48000000,4.320.000.076,
,,,,8,50000000,4.240.000.153,
,,,,8,52000000,4.320.000.076,
,,,,8,54000000,4.400.000.000,
,,,,8,56000000,4.320.000.076,
,,,,8,58000000,4.320.000.076,
,,,,8,60000000,4.320.000.076,
,,,,8,62000000,4.240.000.153,
,,,,8,64000000,4.320.000.076,
,,,,8,66000000,4.320.000.076,
,,,,8,68000000,4.320.000.076,
,,,,8,70000000,4.320.000.076,
,,,,8,72000000,4.320.000.076,
,,,,8,74000000,4.320.000.076,
,,,,8,76000000,4.320.000.076,
,,,,8,78000000,4.240.000.153,
,,,,8,80000000,4.320.000.076,
,,,,8,82000000,4.320.000.076,
,,,,8,84000000,4.240.000.153,
,,,,8,86000000,4.320.000.076,
,,,,8,88000000,4.240.000.153,
,,,,8,90000000,4.320.000.076,
,,,,8,92000000,4.320.000.076,
,,,,8,94000000,4.240.000.153,
,,,,8,96000000,4.320.000.076,
,,,,8,98000000,4.240.000.153,
,,,,9,0,4.240.000.153,
,,,,9,2000000,4.320.000.076,
,,,,9,4000000,4.240.000.153,
,,,,9,6000000,4.320.000.076,
,,,,9,8000000,4.240.000.153,
,,,,9,10000000,4.240.000.153,
,,,,9,12000000,4.320.000.076,
,,,,9,14000000,4.240.000.153,
,,,,9,16000000,4.240.000.153,
,,,,9,18000000,4.240.000.153,
,,,,9,20000000,4.240.000.153,
,,,,9,22000000,4.320.000.076,
,,,,9,24000000,4.240.000.153,
,,,,9,26000000,4.240.000.153,
,,,,9,28000000,4.320.000.076,
,,,,9,30000000,4.240.000.153,
,,,,9,32000000,4.240.000.153,
,,,,9,34000000,4.240.000.153,
,,,,9,36000000,4.240.000.153,
,,,,9,38000000,4.240.000.153,
,,,,9,40000000,4.160.000.229,
,,,,9,42000000,4.240.000.153,
,,,,9,44000000,4.240.000.153,
,,,,9,46000000,4.240.000.153,
,,,,9,48000000,4.240.000.153,
,,,,9,50000000,4.240.000.153,
,,,,9,52000000,4.160.000.229,
,,,,9,54000000,4.240.000.153,
,,,,9,56000000,4.160.000.229,
,,,,9,58000000,4.240.000.153,
,,,,9,60000000,4.160.000.229,
,,,,9,62000000,4.079.999.924,
,,,,9,64000000,4.240.000.153,
,,,,9,66000000,4.160.000.229,
,,,,9,68000000,4.160.000.229,
,,,,9,70000000,4.160.000.229,
,,,,9,72000000,4.079.999.924,
,,,,9,74000000,4.160.000.229,
,,,,9,76000000,4.079.999.924,
,,,,9,78000000,4.160.000.229,
,,,,9,80000000,4.160.000.229,
,,,,9,82000000,4.079.999.924,
,,,,9,84000000,4.160.000.229,
,,,,9,86000000,4.079.999.924,
,,,,9,88000000,4.079.999.924,
,,,,9,90000000,4.160.000.229,
,,,,9,92000000,4.079.999.924,
,,,,9,94000000,4.079.999.924,
,,,,9,96000000,4.160.000.229,
,,,,9,98000000,4.079.999.924,
,,,,1,0,4.079.999.924,
,,,,1,0,4.079.999.924,
,,,,1,0,4.000.000.000,
,,,,1,100000,4.079.999.924,
,,,,1,100000,4.000.000.000,
,,,,1,100000,4.079.999.924,
,,,,1,100000,4.079.999.924,
,,,,1,100000,4.000.000.000,
,,,,1,200000,4.079.999.924,
,,,,1,200000,4.000.000.000,
,,,,1,200000,4.000.000.000,
,,,,1,200000,4.079.999.924,
,,,,1,200000,3.920.000.076,
,,,,1,300000,4.079.999.924,
,,,,1,300000,4.000.000.000,
,,,,1,300000,4.000.000.000,
,,,,1,300000,4.000.000.000,
,,,,1,300000,3.920.000.076,
,,,,1,400000,4.000.000.000,
,,,,1,400000,4.000.000.000,
,,,,1,400000,3.920.000.076,
,,,,1,400000,4.000.000.000,
,,,,1,400000,3.840.000.153,
,,,,1,500000,3.920.000.076,
,,,,1,500000,3.920.000.076,
,,,,1,500000,3.920.000.076,
,,,,1,500000,4.000.000.000,
,,,,1,500000,3.920.000.076,
,,,,1,600000,3.840.000.153,
,,,,1,600000,3.920.000.076,
,,,,1,600000,3.840.000.153,
,,,,1,600000,3.920.000.076,
,,,,1,600000,3.920.000.076,
,,,,1,700000,3.840.000.153,
,,,,1,700000,3.920.000.076,
,,,,1,700000,3.840.000.153,
,,,,1,700000,3.840.000.153,
,,,,1,700000,3.920.000.076,
,,,,1,800000,3.840.000.153,
,,,,1,800000,3.840.000.153,
,,,,1,800000,3.840.000.153,
,,,,1,800000,3.760.000.229,
,,,,1,800000,3.840.000.153,
,,,,1,900000,3.840.000.153,
,,,,1,900000,3.840.000.153,
,,,,1,900000,3.840.000.153,
,,,,1,900000,3.760.000.229,
,,,,1,900000,3.760.000.229,
,,,,1,1000000,3.760.000.229,
,,,,1,1000000,3.760.000.229,
,,,,1,1000000,3.760.000.229,
,,,,1,1000000,3.679.999.924,
,,,,1,1000000,3.760.000.229,
,,,,1,1100000,3.679.999.924,
,,,,1,1100000,3.679.999.924,
,,,,1,1100000,3.760.000.229,
,,,,1,1100000,3.600.000.000,
,,,,1,1100000,3.760.000.229,
,,,,1,1200000,3.679.999.924,
,,,,1,1200000,3.679.999.924,
,,,,1,1200000,3.600.000.000,
,,,,1,1200000,3.600.000.000,
,,,,1,1200000,3.679.999.924,
,,,,1,1300000,3.600.000.000,
,,,,1,1300000,3.600.000.000,
,,,,1,1300000,3.600.000.000,
,,,,1,1300000,3.600.000.000,
,,,,1,1300000,3.600.000.000,
,,,,1,1400000,3.600.000.000,
,,,,1,1400000,3.600.000.000,
,,,,1,1400000,3.520.000.076,
,,,,1,1400000,3.520.000.076,
,,,,1,1400000,3.600.000.000,
,,,,1,1500000,3.600.000.000,
,,,,1,1500000,3.520.000.076,
,,,,1,1500000,3.520.000.076,
,,,,1,1500000,3.520.000.076,
,,,,1,1500000,3.520.000.076,
,,,,1,1600000,3.440.000.153,
,,,,1,1600000,3.440.000.153,
,,,,1,1600000,3.440.000.153,
,,,,1,1600000,3.440.000.153,
,,,,1,1600000,3.440.000.153,
,,,,1,1700000,3.440.000.153,
,,,,1,1700000,3.440.000.153,
,,,,1,1700000,3.440.000.153,
,,,,1,1700000,3.360.000.229,
,,,,1,1700000,3.360.000.229,
,,,,1,1800000,3.440.000.153,
,,,,1,1800000,3.360.000.229,
,,,,1,1800000,3.360.000.229,
,,,,1,1800000,3.360.000.229,
,,,,1,1800000,3.360.000.229,
,,,,1,1900000,3.279.999.924,
,,,,1,1900000,3.279.999.924,
,,,,1,1900000,3.279.999.924,
,,,,1,1900000,3.360.000.229,
,,,,1,1900000,3.279.999.924,
,,,,1,2000000,3.279.999.924,
,,,,1,2000000,3.279.999.924,
,,,,1,2000000,3.279.999.924,
,,,,1,2000000,3.279.999.924,
,,,,1,2000000,3.279.999.924,
,,,,1,2100000,3.200.000.000,
,,,,1,2100000,3.200.000.000,
,,,,1,2100000,3.200.000.000,
,,,,1,2100000,3.200.000.000,
,,,,1,2100000,3.200.000.000,
,,,,1,2200000,3.120.000.076,
,,,,1,2200000,3.200.000.000,
,,,,1,2200000,3.120.000.076,
,,,,1,2200000,3.120.000.076,
,,,,1,2200000,3.120.000.076,
,,,,1,2300000,3.120.000.076,
,,,,1,2300000,3.120.000.076,
,,,,1,2300000,3.120.000.076,
,,,,1,2300000,3.120.000.076,
,,,,1,2300000,3.039.999.962,
,,,,1,2400000,3.120.000.076,
,,,,1,2400000,3.039.999.962,
,,,,1,2400000,3.039.999.962,
,,,,1,2400000,3.039.999.962,
,,,,1,2400000,2.960.000.038,
,,,,1,2500000,3.039.999.962,
,,,,1,2500000,3.039.999.962,
,,,,1,2500000,2.960.000.038,
,,,,1,2500000,2.960.000.038,
,,,,1,2500000,2.960.000.038,
,,,,1,2600000,2.960.000.038,
,,,,1,2600000,2.960.000.038,
,,,,1,2600000,2.960.000.038,
,,,,1,2600000,2.880.000.114,
,,,,1,2600000,2.960.000.038,
,,,,1,2700000,2.880.000.114,
,,,,1,2700000,2.880.000.114,
,,,,1,2700000,2.880.000.114,
,,,,1,2700000,2.800.000.000,
,,,,1,2700000,2.880.000.114,
,,,,1,2800000,2.880.000.114,
,,,,1,2800000,2.800.000.000,
,,,,1,2800000,2.800.000.000,
,,,,1,2800000,2.880.000.114,
,,,,1,2800000,2.800.000.000,
,,,,1,2900000,2.800.000.000,
,,,,1,2900000,2.800.000.000,
,,,,1,2900000,2.800.000.000,
,,,,1,2900000,2.800.000.000,
,,,,1,2900000,2.720.000.076,
,,,,1,3000000,2.720.000.076,
,,,,1,3000000,2.639.999.962,
,,,,1,3000000,2.639.999.962,
,,,,1,3000000,2.639.999.962,
,,,,1,3000000,2.639.999.962,
,,,,1,3100000,2.639.999.962,
,,,,1,3100000,2.639.999.962,
,,,,1,3100000,2.560.000.038,
,,,,1,3100000,2.639.999.962,
,,,,1,3100000,2.639.999.962,
,,,,1,3200000,2.560.000.038,
,,,,1,3200000,2.639.999.962,
,,,,1,3200000,2.560.000.038,
,,,,1,3200000,2.560.000.038,
,,,,1,3200000,2.560.000.038,
,,,,1,3300000,2.480.000.114,
,,,,1,3300000,2.480.000.114,
,,,,1,3300000,2.480.000.114,
,,,,1,3300000,2.480.000.114,
,,,,1,3300000,2.480.000.114,
,,,,1,3400000,2.400.000.000,
,,,,1,3400000,2.400.000.000,
,,,,1,3400000,2.400.000.000,
,,,,1,3400000,2.400.000.000,
,,,,1,3400000,2.400.000.000,
,,,,1,3500000,2.400.000.000,
,,,,1,3500000,2.400.000.000,
,,,,1,3500000,2.400.000.000,
,,,,1,3500000,2.320.000.076,
,,,,1,3500000,2.400.000.000,
,,,,1,3600000,2.239.999.962,
,,,,1,3600000,2.320.000.076,
,,,,1,3600000,2.239.999.962,
,,,,1,3600000,2.239.999.962,
,,,,1,3600000,2.239.999.962,
,,,,1,3700000,2.160.000.038,
,,,,1,3700000,2.239.999.962,
,,,,1,3700000,2.239.999.962,
,,,,1,3700000,2.239.999.962,
,,,,1,3700000,2.239.999.962,
,,,,1,3800000,2.160.000.038,
,,,,1,3800000,2.160.000.038,
,,,,1,3800000,2.160.000.038,
,,,,1,3800000,2.080.000.114,
,,,,1,3800000,2.160.000.038,
,,,,1,3900000,2.160.000.038,
,,,,1,3900000,200.000.000,
,,,,1,3900000,2.080.000.114,
,,,,1,3900000,2.080.000.114,
,,,,1,3900000,2.080.000.114,
,,,,1,4000000,2.080.000.114,
,,,,1,4000000,200.000.000,
,,,,1,4000000,2.080.000.114,
,,,,1,4000000,200.000.000,
,,,,1,4000000,200.000.000,
,,,,1,4100000,200.000.000,
,,,,1,4100000,192.000.008,
,,,,1,4100000,200.000.000,
,,,,1,4100000,192.000.008,
,,,,1,4100000,183.999.996,
,,,,1,4200000,200.000.000,
,,,,1,4200000,183.999.996,
,,,,1,4200000,183.999.996,
,,,,1,4200000,192.000.008,
,,,,1,4200000,176.000.004,
,,,,1,4300000,183.999.996,
,,,,1,4300000,183.999.996,
,,,,1,4300000,176.000.004,
,,,,1,4300000,183.999.996,
,,,,1,4300000,168.000.011,
,,,,1,4400000,168.000.011,
,,,,1,4400000,168.000.011,
,,,,1,4400000,160.000.000,
,,,,1,4400000,168.000.011,
,,,,1,4400000,168.000.011,
,,,,1,4500000,168.000.011,
,,,,1,4500000,168.000.011,
,,,,1,4500000,151.999.998,
,,,,1,4500000,160.000.000,
,,,,1,4500000,160.000.000,
,,,,1,4600000,151.999.998,
,,,,1,4600000,160.000.000,
,,,,1,4600000,151.999.998,
,,,,1,4600000,151.999.998,
,,,,1,4600000,151.999.998,
,,,,1,4700000,144.000.006,
,,,,1,4700000,151.999.998,
,,,,1,4700000,144.000.006,
,,,,1,4700000,151.999.998,
,,,,1,4700000,144.000.006,
,,,,1,4800000,144.000.006,
,,,,1,4800000,144.000.006,
,,,,1,4800000,136.000.004,
,,,,1,4800000,144.000.006,
,,,,1,4800000,136.000.004,
,,,,1,4900000,136.000.004,
,,,,1,4900000,136.000.004,
,,,,1,4900000,136.000.004,
,,,,1,4900000,136.000.004,
,,,,1,4900000,136.000.004,
,,,,1,5000000,128.000.002,
,,,,1,5000000,128.000.002,
,,,,1,5000000,128.000.002,
,,,,1,5000000,120.000.000,
,,,,1,5000000,120.000.000,
,,,,1,5100000,120.000.000,
,,,,1,5100000,120.000.000,
,,,,1,5100000,120.000.000,
,,,,1,5100000,111.999.998,
,,,,1,5100000,111.999.998,
,,,,1,5200000,111.999.998,
,,,,1,5200000,104.000.006,
,,,,1,5200000,104.000.006,
,,,,1,5200000,111.999.998,
,,,,1,5200000,104.000.006,
,,,,1,5300000,104.000.006,
,,,,1,5300000,9.600.000.381,
,,,,1,5300000,9.600.000.381,
,,,,1,5300000,9.600.000.381,
,,,,1,5300000,9.600.000.381,
,,,,1,5400000,9.600.000.381,
,,,,1,5400000,9.600.000.381,
,,,,1,5400000,8.800.000.191,
,,,,1,5400000,9.600.000.381,
,,,,1,5400000,8.000.000.000,
,,,,1,5500000,8.000.000.000,
,,,,1,5500000,8.800.000.191,
,,,,1,5500000,8.000.000.000,
,,,,1,5500000,8.000.000.000,
,,,,1,5500000,8.000.000.000,
,,,,1,5600000,720.000.029,
,,,,1,5600000,720.000.029,
,,,,1,5600000,720.000.029,
,,,,1,5600000,720.000.029,
,,,,1,5600000,640.000.010,
,,,,1,5700000,720.000.029,
,,,,1,5700000,640.000.010,
,,,,1,5700000,640.000.010,
,,,,1,5700000,640.000.010,
,,,,1,5700000,559.999.990,
,,,,1,5800000,559.999.990,
,,,,1,5800000,640.000.010,
,,,,1,5800000,559.999.990,
,,,,1,5800000,559.999.990,
,,,,1,5800000,480.000.019,
,,,,1,5900000,480.000.019,
,,,,1,5900000,480.000.019,
,,,,1,5900000,400.000.000,
,,,,1,5900000,480.000.019,
,,,,1,5900000,400.000.000,
,,,,1,6000000,480.000.019,
,,,,1,6000000,400.000.000,
,,,,1,6000000,320.000.005,
,,,,1,6000000,320.000.005,
,,,,1,6000000,320.000.005,
,,,,1,6100000,320.000.005,
,,,,1,6100000,24.000.001,
,,,,1,6100000,24.000.001,
,,,,1,6100000,24.000.001,
,,,,1,6100000,24.000.001,
,,,,1,6200000,24.000.001,
,,,,1,6200000,24.000.001,
,,,,1,6200000,16.000.000,
,,,,1,6200000,16.000.000,
,,,,1,6200000,16.000.000,0
,,,,1,6300000,8,0
,,,,1,6300000,8,0
,,,,1,6300000,8,0
,,,,1,6300000,8,0
,,,,1,6300000,8,0
,,,,1,6400000,8,
,,,,1,6400000,0,
,,,,1,6400000,0,
,,,,1,6400000,0,
,,,,1,6400000,0,
,,,,1,6500000,0,
,,,,1,6500000,0,
,,,,1,6500000,0,0
,,,,1,6500000,-8,0
,,,,1,6500000,-8,
,,,,1,6600000,-16.000.000,
,,,,1,6600000,-16.000.000,
,,,,1,6600000,-24.000.001,
,,,,1,6600000,-16.000.000,
,,,,1,6600000,-24.000.001,
,,,,1,6700000,-24.000.001,
,,,,1,6700000,-24.000.001,
,,,,1,6700000,-24.000.001,
,,,,1,6700000,-24.000.001,
,,,,1,6700000,-320.000.005,
,,,,1,6800000,-320.000.005,
,,,,1,6800000,-400.000.000,
,,,,1,6800000,-320.000.005,
,,,,1,6800000,-320.000.005,
,,,,1,6800000,-480.000.019,
,,,,1,6900000,-400.000.000,
,,,,1,6900000,-320.000.005,
,,,,1,6900000,-480.000.019,
,,,,1,6900000,-480.000.019,
,,,,1,6900000,-400.000.000,
,,,,1,7000000,-480.000.019,
,,,,1,7000000,-480.000.019,
,,,,1,7000000,-480.000.019,
,,,,1,7000000,-480.000.019,
,,,,1,7000000,-559.999.990,
,,,,1,7100000,-559.999.990,
,,,,1,7100000,-559.999.990,
,,,,1,7100000,-640.000.010,
,,,,1,7100000,-559.999.990,
,,,,1,7100000,-640.000.010,
,,,,1,7200000,-720.000.029,
,,,,1,7200000,-640.000.010,
,,,,1,7200000,-720.000.029,
,,,,1,7200000,-720.000.029,
,,,,1,7200000,-720.000.029,
,,,,1,7300000,-8.000.000.000,
,,,,1,7300000,-8.000.000.000,
,,,,1,7300000,-8.000.000.000,
,,,,1,7300000,-8.000.000.000,
,,,,1,7300000,-8.000.000.000,
,,,,1,7400000,-8.800.000.191,
,,,,1,7400000,-8.800.000.191,
,,,,1,7400000,-8.800.000.191,
,,,,1,7400000,-8.800.000.191,
,,,,1,7400000,-8.800.000.191,
,,,,1,7500000,-8.800.000.191,
,,,,1,7500000,-9.600.000.381,
,,,,1,7500000,-8.800.000.191,
,,,,1,7500000,-104.000.006,
,,,,1,7500000,-104.000.006,
,,,,1,7600000,-104.000.006,
,,,,1,7600000,-111.999.998,
,,,,1,7600000,-104.000.006,
,,,,1,7600000,-111.999.998,
,,,,1,7600000,-104.000.006,
,,,,1,7700000,-104.000.006,
,,,,1,7700000,-120.000.000,
,,,,1,7700000,-111.999.998,
,,,,1,7700000,-111.999.998,
,,,,1,7700000,-120.000.000,
,,,,1,7800000,-120.000.000,
,,,,1,7800000,-120.000.000,
,,,,1,7800000,-128.000.002,
,,,,1,7800000,-128.000.002,
,,,,1,7800000,-128.000.002,
,,,,1,7900000,-120.000.000,
,,,,1,7900000,-128.000.002,
,,,,1,7900000,-136.000.004,
,,,,1,7900000,-128.000.002,
,,,,1,7900000,-136.000.004,
,,,,1,8000000,-128.000.002,
,,,,1,8000000,-136.000.004,
,,,,1,8000000,-136.000.004,
,,,,1,8000000,-136.000.004,
,,,,1,8000000,-144.000.006,
,,,,1,8100000,-136.000.004,
,,,,1,8100000,-144.000.006,
,,,,1,8100000,-144.000.006,
,,,,1,8100000,-144.000.006,
,,,,1,8100000,-151.999.998,
,,,,1,8200000,-151.999.998,
,,,,1,8200000,-144.000.006,
,,,,1,8200000,-151.999.998,
,,,,1,8200000,-151.999.998,
,,,,1,8200000,-160.000.000,
,,,,1,8300000,-160.000.000,
,,,,1,8300000,-160.000.000,
,,,,1,8300000,-168.000.011,
,,,,1,8300000,-160.000.000,
,,,,1,8300000,-160.000.000,
,,,,1,8400000,-168.000.011,
,,,,1,8400000,-168.000.011,
,,,,1,8400000,-176.000.004,
,,,,1,8400000,-176.000.004,
,,,,1,8400000,-168.000.011,
,,,,1,8500000,-183.999.996,
,,,,1,8500000,-176.000.004,
,,,,1,8500000,-176.000.004,
,,,,1,8500000,-183.999.996,
,,,,1,8500000,-176.000.004,
,,,,1,8600000,-176.000.004,
,,,,1,8600000,-176.000.004,
,,,,1,8600000,-183.999.996,
,,,,1,8600000,-192.000.008,
,,,,1,8600000,-183.999.996,
,,,,1,8700000,-192.000.008,
,,,,1,8700000,-192.000.008,
,,,,1,8700000,-192.000.008,
,,,,1,8700000,-192.000.008,
,,,,1,8700000,-183.999.996,
,,,,1,8800000,-192.000.008,
,,,,1,8800000,-200.000.000,
,,,,1,8800000,-192.000.008,
,,,,1,8800000,-2.080.000.114,
,,,,1,8800000,-200.000.000,
,,,,1,8900000,-192.000.008,
,,,,1,8900000,-2.080.000.114,
,,,,1,8900000,-200.000.000,
,,,,1,8900000,-2.080.000.114,
,,,,1,8900000,-2.080.000.114,
,,,,1,9000000,-2.080.000.114,
,,,,1,9000000,-2.160.000.038,
,,,,1,9000000,-2.080.000.114,
,,,,1,9000000,-2.160.000.038,
,,,,1,9000000,-2.160.000.038,
,,,,1,9100000,-2.160.000.038,
,,,,1,9100000,-2.160.000.038,
,,,,1,9100000,-2.239.999.962,
,,,,1,9100000,-2.239.999.962,
,,,,1,9100000,-2.239.999.962,
,,,,1,9200000,-2.160.000.038,
,,,,1,9200000,-2.239.999.962,
,,,,1,9200000,-2.320.000.076,
,,,,1,9200000,-2.239.999.962,
,,,,1,9200000,-2.320.000.076,
,,,,1,9300000,-2.320.000.076,
,,,,1,9300000,-2.400.000.000,
,,,,1,9300000,-2.400.000.000,
,,,,1,9300000,-2.320.000.076,
,,,,1,9300000,-2.400.000.000,
,,,,1,9400000,-2.400.000.000,
,,,,1,9400000,-2.400.000.000,
,,,,1,9400000,-2.480.000.114,
,,,,1,9400000,-2.400.000.000,
,,,,1,9400000,-2.480.000.114,
,,,,1,9500000,-2.480.000.114,
,,,,1,9500000,-2.480.000.114,
,,,,1,9500000,-2.560.000.038,
,,,,1,9500000,-2.480.000.114,
,,,,1,9500000,-2.560.000.038,
,,,,1,9600000,-2.480.000.114,
,,,,1,9600000,-2.560.000.038,
,,,,1,9600000,-2.560.000.038,
,,,,1,9600000,-2.560.000.038,
,,,,1,9600000,-2.560.000.038,
,,,,1,9700000,-2.560.000.038,
,,,,1,9700000,-2.639.999.962,
,,,,1,9700000,-2.639.999.962,
,,,,1,9700000,-2.639.999.962,
,,,,1,9700000,-2.639.999.962,
,,,,1,9800000,-2.639.999.962,
,,,,1,9800000,-2.639.999.962,
,,,,1,9800000,-2.720.000.076,
,,,,1,9800000,-2.639.999.962,
,,,,1,9800000,-2.639.999.962,
,,,,1,9900000,-2.639.999.962,
,,,,1,9900000,-2.720.000.076,
,,,,1,9900000,-2.720.000.076,
,,,,1,9900000,-2.720.000.076,
,,,,1,9900000,-2.800.000.000,
,,,,2,0,-2.800.000.000,
,,,,2,0,-2.720.000.076,
,,,,2,0,-2.800.000.000,
,,,,2,0,-2.800.000.000,
,,,,2,0,-2.800.000.000,
,,,,2,100000,-2.800.000.000,
,,,,2,100000,-2.800.000.000,
,,,,2,1000000,-2.800.000.000,
,,,,2,1000000,-2.880.000.114,
,,,,2,1000000,-2.880.000.114,
,,,,2,2000000,-2.960.000.038,
,,,,2,2000000,-2.880.000.114,
,,,,2,2000000,-2.880.000.114,
,,,,2,2000000,-2.880.000.114,
,,,,2,2000000,-2.960.000.038,
