Record Length,2500,Points,Tiempo1,Voltaje1,,Record Length,2500,Points,Tiempo2,Voltaje2
,,,-0.000856000115164,-9,,,,,-0.000856000115164,18.3999996
,,,-0.000855000107549,-9,,,,,-0.000855000107549,19.2000008
,,,-0.000854000099935,-9.199999809,,,,,-0.000854000099935,18.3999996
,,,-0.00085300009232,-9,,,,,-0.00085300009232,19.2000008
,,,-0.000852000084706,-9.199999809,,,,,-0.000852000084706,19.2000008
,,,-0.000851000077091,-9.199999809,,,,,-0.000851000077091,19.2000008
,,,-0.000850000069477,-9,,,,,-0.000850000069477,20
,,,-0.000849000061862,-9.199999809,,,,,-0.000849000061862,20
,,,-0.000848000112455,-9,,,,,-0.000848000112455,20.80000114
,,,-0.000847000104841,-9.199999809,,,,,-0.000847000104841,20
,,,-0.000846000097226,-9.199999809,,,,,-0.000846000097226,20.80000114
,,,-0.000845000089612,-9.199999809,,,,,-0.000845000089612,21.60000038
,,,-0.000844000081997,-9.400000572,,,,,-0.000844000081997,21.60000038
,,,-0.000843000074383,-9,,,,,-0.000843000074383,21.60000038
,,,-0.000842000066768,-9.199999809,,,,,-0.000842000066768,22.39999962
,,,-0.000841000117362,-9.199999809,,,,,-0.000841000117362,21.60000038
,,,-0.000840000109747,-9.199999809,,,,,-0.000840000109747,22.39999962
,,,-0.000839000102133,-9.199999809,,,,,-0.000839000102133,23.20000076
,,,-0.000838000094518,-9,,,,,-0.000838000094518,23.20000076
,,,-0.000837000086904,-9.199999809,,,,,-0.000837000086904,23.20000076
,,,-0.000836000079289,-9.199999809,,,,,-0.000836000079289,24
,,,-0.000835000071675,-9.400000572,,,,,-0.000835000071675,24
,,,-0.00083400006406,-9.199999809,,,,,-0.00083400006406,24
,,,-0.000833000114653,-9,,,,,-0.000833000114653,24.80000114
,,,-0.000832000107039,-9.199999809,,,,,-0.000832000107039,25.60000038
,,,-0.000831000099424,-9,,,,,-0.000831000099424,25.60000038
,,,-0.00083000009181,-9,,,,,-0.00083000009181,25.60000038
,,,-0.000829000084195,-9.199999809,,,,,-0.000829000084195,26.39999962
,,,-0.000828000076581,-8.800000191,,,,,-0.000828000076581,27.20000076
,,,-0.000827000068966,-9,,,,,-0.000827000068966,26.39999962
,,,-0.000826000061352,-9,,,,,-0.000826000061352,27.20000076
,,,-0.000825000111945,-9,,,,,-0.000825000111945,27.20000076
,,,-0.00082400010433,-9,,,,,-0.00082400010433,28
,,,-0.000823000096716,-8.800000191,,,,,-0.000823000096716,28
,,,-0.000822000089101,-8.800000191,,,,,-0.000822000089101,28
,,,-0.000821000081487,-9,,,,,-0.000821000081487,28
,,,-0.000820000073873,-8.800000191,,,,,-0.000820000073873,28.80000114
,,,-0.000819000066258,-8.800000191,,,,,-0.000819000066258,28.80000114
,,,-0.000818000116851,-8.800000191,,,,,-0.000818000116851,28.80000114
,,,-0.000817000109237,-8.600000381,,,,,-0.000817000109237,29.60000038
,,,-0.000816000101622,-8.400000572,,,,,-0.000816000101622,29.60000038
,,,-0.000815000094008,-8.600000381,,,,,-0.000815000094008,30.39999962
,,,-0.000814000086393,-8.400000572,,,,,-0.000814000086393,31.20000076
,,,-0.000813000078779,-8.400000572,,,,,-0.000813000078779,31.20000076
,,,-0.000812000071164,-8.400000572,,,,,-0.000812000071164,31.20000076
,,,-0.00081100006355,-8.400000572,,,,,-0.00081100006355,32
,,,-0.000810000114143,-8.199999809,,,,,-0.000810000114143,32
,,,-0.000809000106528,-8.199999809,,,,,-0.000809000106528,32.79999924
,,,-0.000808000098914,-8,,,,,-0.000808000098914,32.79999924
,,,-0.000807000091299,-8,,,,,-0.000807000091299,32.79999924
,,,-0.000806000083685,-8.199999809,,,,,-0.000806000083685,33.60000229
,,,-0.00080500007607,-8,,,,,-0.00080500007607,34.40000153
,,,-0.000804000068456,-7.800000191,,,,,-0.000804000068456,33.60000229
,,,-0.000803000060841,-7.800000191,,,,,-0.000803000060841,34.40000153
,,,-0.000802000111435,-7.599999905,,,,,-0.000802000111435,34.40000153
,,,-0.00080100010382,-7.599999905,,,,,-0.00080100010382,35.20000076
,,,-0.000800000096206,-7.400000095,,,,,-0.000800000096206,35.20000076
,,,-0.000799000088591,-7.400000095,,,,,-0.000799000088591,35.20000076
,,,-0.000798000080977,-7.400000095,,,,,-0.000798000080977,36
,,,-0.000797000073362,-7.400000095,,,,,-0.000797000073362,36
,,,-0.000796000065748,-7.20000029,,,,,-0.000796000065748,36
,,,-0.000795000116341,-7.20000029,,,,,-0.000795000116341,36.79999924
,,,-0.000794000108726,-6.80000019,,,,,-0.000794000108726,36.79999924
,,,-0.000793000101112,-6.80000019,,,,,-0.000793000101112,36.79999924
,,,-0.000792000093497,-6.80000019,,,,,-0.000792000093497,36.79999924
,,,-0.000791000085883,-6.5999999,,,,,-0.000791000085883,37.60000229
,,,-0.000790000078268,-6.4000001,,,,,-0.000790000078268,38.40000153
,,,-0.000789000070654,-6.5999999,,,,,-0.000789000070654,38.40000153
,,,-0.000788000063039,-6.20000029,,,,,-0.000788000063039,38.40000153
,,,-0.000787000113633,-6.20000029,,,,,-0.000787000113633,39.20000076
,,,-0.000786000106018,-6,,,,,-0.000786000106018,39.20000076
,,,-0.000785000098404,-5.80000019,,,,,-0.000785000098404,39.20000076
,,,-0.000784000090789,-5.80000019,,,,,-0.000784000090789,40
,,,-0.000783000083175,-5.80000019,,,,,-0.000783000083175,40
,,,-0.00078200007556,-5.80000019,,,,,-0.00078200007556,40
,,,-0.000781000067946,-5.5999999,,,,,-0.000781000067946,40.79999924
,,,-0.000780000118539,-5.4000001,,,,,-0.000780000118539,40.79999924
,,,-0.000779000110924,-5.4000001,,,,,-0.000779000110924,40.79999924
,,,-0.00077800010331,-5.4000001,,,,,-0.00077800010331,41.60000229
,,,-0.000777000095695,-5,,,,,-0.000777000095695,41.60000229
,,,-0.000776000088081,-4.80000019,,,,,-0.000776000088081,42.40000153
,,,-0.000775000080466,-4.80000019,,,,,-0.000775000080466,42.40000153
,,,-0.000774000072852,-4.80000019,,,,,-0.000774000072852,42.40000153
,,,-0.000773000065237,-4.5999999,,,,,-0.000773000065237,42.40000153
,,,-0.00077200011583,-4.4000001,,,,,-0.00077200011583,43.20000076
,,,-0.000771000108216,-4.4000001,,,,,-0.000771000108216,43.20000076
,,,-0.000770000100601,-4.20000029,,,,,-0.000770000100601,43.20000076
,,,-0.000769000092987,-4,,,,,-0.000769000092987,43.20000076
,,,-0.000768000085372,-4,,,,,-0.000768000085372,44
,,,-0.000767000077758,-3.79999995,,,,,-0.000767000077758,44
,,,-0.000766000070143,-3.60000014,,,,,-0.000766000070143,44
,,,-0.000765000062529,-3.60000014,,,,,-0.000765000062529,44
,,,-0.000764000113122,-3.60000014,,,,,-0.000764000113122,44
,,,-0.000763000105508,-3.4000001,,,,,-0.000763000105508,44.79999924
,,,-0.000762000097893,-3.20000005,,,,,-0.000762000097893,44.79999924
,,,-0.000761000090279,-3,,,,,-0.000761000090279,44.79999924
,,,-0.000760000082664,-2.79999995,,,,,-0.000760000082664,44.79999924
,,,-0.00075900007505,-2.79999995,,,,,-0.00075900007505,44.79999924
,,,-0.000758000067435,-2.79999995,,,,,-0.000758000067435,45.60000229
,,,-0.000757000118028,-2.6000001,,,,,-0.000757000118028,45.60000229
,,,-0.000756000110414,-2,,,,,-0.000756000110414,46.40000153
,,,-0.000755000102799,-2.2,,,,,-0.000755000102799,45.60000229
,,,-0.000754000095185,-2,,,,,-0.000754000095185,46.40000153
,,,-0.00075300008757,-1.8000001,,,,,-0.00075300008757,45.60000229
,,,-0.000752000079956,-1.8000001,,,,,-0.000752000079956,46.40000153
,,,-0.000751000072341,-1.6,,,,,-0.000751000072341,46.40000153
,,,-0.000750000064727,-1.4,,,,,-0.000750000064727,46.40000153
,,,-0.00074900011532,-1.4,,,,,-0.00074900011532,46.40000153
,,,-0.000748000107706,-1.2,,,,,-0.000748000107706,46.40000153
,,,-0.000747000100091,-1,,,,,-0.000747000100091,47.20000076
,,,-0.000746000092477,-0.800000011921,,,,,-0.000746000092477,47.20000076
,,,-0.000745000084862,-0.600000023842,,,,,-0.000745000084862,47.20000076
,,,-0.000744000077248,-0.800000011921,,,,,-0.000744000077248,47.20000076
,,,-0.000743000069633,-0.600000023842,,,,,-0.000743000069633,47.20000076
,,,-0.000742000062019,-0.600000023842,,,,,-0.000742000062019,47.20000076
,,,-0.000741000112612,-0.40000000596,,,,,-0.000741000112612,47.20000076
,,,-0.000740000104997,0,,,,,-0.000740000104997,47.20000076
,,,-0.000739000097383,0,,,,,-0.000739000097383,48
,,,-0.000738000089768,0,,,,,-0.000738000089768,48
,,,-0.000737000082154,0.40000000596,,,,,-0.000737000082154,48
,,,-0.000736000074539,0.40000000596,,,,,-0.000736000074539,47.20000076
,,,-0.000735000066925,0.600000023842,,,,,-0.000735000066925,47.20000076
,,,-0.000734000117518,0.600000023842,,,,,-0.000734000117518,48
,,,-0.000733000109904,0.800000011921,,,,,-0.000733000109904,48
,,,-0.000732000102289,1,,,,,-0.000732000102289,48
,,,-0.000731000094675,1,,,,,-0.000731000094675,48
,,,-0.00073000008706,1.4,,,,,-0.00073000008706,47.20000076
,,,-0.000729000079446,1.2,,,,,-0.000729000079446,47.20000076
,,,-0.000728000071831,1.4,,,,,-0.000728000071831,48
,,,-0.000727000064217,1.6,,,,,-0.000727000064217,48
,,,-0.00072600011481,1.8000001,,,,,-0.00072600011481,48
,,,-0.000725000107195,1.8000001,,,,,-0.000725000107195,48
,,,-0.000724000099581,2,,,,,-0.000724000099581,48
,,,-0.000723000091966,1.8000001,,,,,-0.000723000091966,48
,,,-0.000722000084352,2.2,,,,,-0.000722000084352,48
,,,-0.000721000076737,2.2,,,,,-0.000721000076737,48
,,,-0.000720000069123,2.6000001,,,,,-0.000720000069123,48
,,,-0.000719000061508,2.6000001,,,,,-0.000719000061508,47.20000076
,,,-0.000718000112101,3,,,,,-0.000718000112101,47.20000076
,,,-0.000717000104487,3,,,,,-0.000717000104487,47.20000076
,,,-0.000716000096872,2.79999995,,,,,-0.000716000096872,48
,,,-0.000715000089258,3,,,,,-0.000715000089258,47.20000076
,,,-0.000714000081643,3.20000005,,,,,-0.000714000081643,47.20000076
,,,-0.000713000074029,3.4000001,,,,,-0.000713000074029,47.20000076
,,,-0.000712000066414,3.4000001,,,,,-0.000712000066414,47.20000076
,,,-0.000711000117008,3.60000014,,,,,-0.000711000117008,46.40000153
,,,-0.000710000109393,3.4000001,,,,,-0.000710000109393,47.20000076
,,,-0.000709000101779,3.79999995,,,,,-0.000709000101779,47.20000076
,,,-0.000708000094164,4,,,,,-0.000708000094164,46.40000153
,,,-0.00070700008655,4.20000029,,,,,-0.00070700008655,46.40000153
,,,-0.000706000078935,4.20000029,,,,,-0.000706000078935,46.40000153
,,,-0.000705000071321,4.4000001,,,,,-0.000705000071321,45.60000229
,,,-0.000704000063706,4.4000001,,,,,-0.000704000063706,46.40000153
,,,-0.000703000114299,4.20000029,,,,,-0.000703000114299,45.60000229
,,,-0.000702000106685,4.5999999,,,,,-0.000702000106685,46.40000153
,,,-0.00070100009907,4.5999999,,,,,-0.00070100009907,45.60000229
,,,-0.000700000091456,4.80000019,,,,,-0.000700000091456,45.60000229
,,,-0.000699000083841,5,,,,,-0.000699000083841,44.79999924
,,,-0.000698000076227,5,,,,,-0.000698000076227,45.60000229
,,,-0.000697000068612,5,,,,,-0.000697000068612,44.79999924
,,,-0.000696000060998,5,,,,,-0.000696000060998,44.79999924
,,,-0.000695000111591,5.20000029,,,,,-0.000695000111591,44.79999924
,,,-0.000694000103977,5.20000029,,,,,-0.000694000103977,44
,,,-0.000693000096362,5.20000029,,,,,-0.000693000096362,44
,,,-0.000692000088748,5.5999999,,,,,-0.000692000088748,44
,,,-0.000691000081133,5.5999999,,,,,-0.000691000081133,44
,,,-0.000690000073519,5.80000019,,,,,-0.000690000073519,43.20000076
,,,-0.000689000065904,5.80000019,,,,,-0.000689000065904,43.20000076
,,,-0.000688000116497,5.80000019,,,,,-0.000688000116497,43.20000076
,,,-0.000687000108883,5.80000019,,,,,-0.000687000108883,43.20000076
,,,-0.000686000101268,6,,,,,-0.000686000101268,42.40000153
,,,-0.000685000093654,6,,,,,-0.000685000093654,42.40000153
,,,-0.000684000086039,6.20000029,,,,,-0.000684000086039,42.40000153
,,,-0.000683000078425,6.20000029,,,,,-0.000683000078425,42.40000153
,,,-0.00068200007081,6.20000029,,,,,-0.00068200007081,40.79999924
,,,-0.000681000063196,6.20000029,,,,,-0.000681000063196,40.79999924
,,,-0.000680000113789,6.20000029,,,,,-0.000680000113789,40.79999924
,,,-0.000679000106174,6.4000001,,,,,-0.000679000106174,41.60000229
,,,-0.00067800009856,6.5999999,,,,,-0.00067800009856,40.79999924
,,,-0.000677000090946,6.5999999,,,,,-0.000677000090946,40
,,,-0.000676000083331,6.5999999,,,,,-0.000676000083331,39.20000076
,,,-0.000675000075717,6.5999999,,,,,-0.000675000075717,39.20000076
,,,-0.000674000068102,6.5999999,,,,,-0.000674000068102,38.40000153
,,,-0.000673000118695,6.5999999,,,,,-0.000673000118695,39.20000076
,,,-0.000672000111081,6.80000019,,,,,-0.000672000111081,38.40000153
,,,-0.000671000103466,6.80000019,,,,,-0.000671000103466,38.40000153
,,,-0.000670000095852,6.80000019,,,,,-0.000670000095852,38.40000153
,,,-0.000669000088237,6.80000019,,,,,-0.000669000088237,37.60000229
,,,-0.000668000080623,6.80000019,,,,,-0.000668000080623,37.60000229
,,,-0.000667000073008,7,,,,,-0.000667000073008,36.79999924
,,,-0.000666000065394,7,,,,,-0.000666000065394,36.79999924
,,,-0.000665000115987,7,,,,,-0.000665000115987,36.79999924
,,,-0.000664000108372,7,,,,,-0.000664000108372,36
,,,-0.000663000100758,6.80000019,,,,,-0.000663000100758,36
,,,-0.000662000093143,7.20000029,,,,,-0.000662000093143,35.20000076
,,,-0.000661000085529,7,,,,,-0.000661000085529,35.20000076
,,,-0.000660000077914,7,,,,,-0.000660000077914,35.20000076
,,,-0.0006590000703,7.20000029,,,,,-0.0006590000703,34.40000153
,,,-0.000658000062685,7,,,,,-0.000658000062685,34.40000153
,,,-0.000657000113279,7.20000029,,,,,-0.000657000113279,33.60000229
,,,-0.000656000105664,7,,,,,-0.000656000105664,33.60000229
,,,-0.00065500009805,7,,,,,-0.00065500009805,33.60000229
,,,-0.000654000090435,7,,,,,-0.000654000090435,32.79999924
,,,-0.000653000082821,7,,,,,-0.000653000082821,32.79999924
,,,-0.000652000075206,7,,,,,-0.000652000075206,32
,,,-0.000651000067592,7,,,,,-0.000651000067592,32
,,,-0.000650000118185,7,,,,,-0.000650000118185,32
,,,-0.00064900011057,7,,,,,-0.00064900011057,31.20000076
,,,-0.000648000102956,6.80000019,,,,,-0.000648000102956,30.39999962
,,,-0.000647000095341,7,,,,,-0.000647000095341,30.39999962
,,,-0.000646000087727,6.80000019,,,,,-0.000646000087727,29.60000038
,,,-0.000645000080112,6.80000019,,,,,-0.000645000080112,29.60000038
,,,-0.000644000072498,7,,,,,-0.000644000072498,29.60000038
,,,-0.000643000064883,7,,,,,-0.000643000064883,29.60000038
,,,-0.000642000115477,6.80000019,,,,,-0.000642000115477,28
,,,-0.000641000107862,6.80000019,,,,,-0.000641000107862,28
,,,-0.000640000100248,6.80000019,,,,,-0.000640000100248,27.20000076
,,,-0.000639000092633,6.80000019,,,,,-0.000639000092633,27.20000076
,,,-0.000638000085019,6.5999999,,,,,-0.000638000085019,27.20000076
,,,-0.000637000077404,6.80000019,,,,,-0.000637000077404,26.39999962
,,,-0.00063600006979,6.5999999,,,,,-0.00063600006979,26.39999962
,,,-0.000635000062175,6.5999999,,,,,-0.000635000062175,26.39999962
,,,-0.000634000112768,6.5999999,,,,,-0.000634000112768,25.60000038
,,,-0.000633000105154,6.4000001,,,,,-0.000633000105154,25.60000038
,,,-0.000632000097539,6.4000001,,,,,-0.000632000097539,24.80000114
,,,-0.000631000089925,6.4000001,,,,,-0.000631000089925,24.80000114
,,,-0.00063000008231,6,,,,,-0.00063000008231,24
,,,-0.000629000074696,6.20000029,,,,,-0.000629000074696,23.20000076
,,,-0.000628000067081,6.20000029,,,,,-0.000628000067081,23.20000076
,,,-0.000627000117674,6,,,,,-0.000627000117674,23.20000076
,,,-0.00062600011006,6,,,,,-0.00062600011006,23.20000076
,,,-0.000625000102445,5.80000019,,,,,-0.000625000102445,22.39999962
,,,-0.000624000094831,5.80000019,,,,,-0.000624000094831,21.60000038
,,,-0.000623000087216,5.80000019,,,,,-0.000623000087216,21.60000038
,,,-0.000622000079602,5.4000001,,,,,-0.000622000079602,21.60000038
,,,-0.000621000071988,5.4000001,,,,,-0.000621000071988,20.80000114
,,,-0.000620000064373,5.4000001,,,,,-0.000620000064373,20
,,,-0.000619000114966,5.20000029,,,,,-0.000619000114966,19.2000008
,,,-0.000618000107352,5,,,,,-0.000618000107352,20
,,,-0.000617000099737,5.20000029,,,,,-0.000617000099737,20
,,,-0.000616000092123,5.20000029,,,,,-0.000616000092123,19.2000008
,,,-0.000615000084508,5.20000029,,,,,-0.000615000084508,19.2000008
,,,-0.000614000076894,4.80000019,,,,,-0.000614000076894,18.3999996
,,,-0.000613000069279,4.5999999,,,,,-0.000613000069279,18.3999996
,,,-0.000612000061665,4.5999999,,,,,-0.000612000061665,17.6000004
,,,-0.000611000112258,4.5999999,,,,,-0.000611000112258,17.6000004
,,,-0.000610000104643,4.20000029,,,,,-0.000610000104643,16.8000011
,,,-0.000609000097029,4.4000001,,,,,-0.000609000097029,16.8000011
,,,-0.000608000089414,4,,,,,-0.000608000089414,16.8000011
,,,-0.0006070000818,4,,,,,-0.0006070000818,16
,,,-0.000606000074185,3.79999995,,,,,-0.000606000074185,16
,,,-0.000605000066571,3.79999995,,,,,-0.000605000066571,15.1999998
,,,-0.000604000117164,3.60000014,,,,,-0.000604000117164,15.1999998
,,,-0.00060300010955,3.60000014,,,,,-0.00060300010955,15.1999998
,,,-0.000602000101935,3.4000001,,,,,-0.000602000101935,15.1999998
,,,-0.000601000094321,3.20000005,,,,,-0.000601000094321,14.4000006
,,,-0.000600000086706,3.4000001,,,,,-0.000600000086706,14.4000006
,,,-0.000599000079092,3,,,,,-0.000599000079092,13.6000004
,,,-0.000598000071477,2.79999995,,,,,-0.000598000071477,13.6000004
,,,-0.000597000063863,2.79999995,,,,,-0.000597000063863,13.6000004
,,,-0.000596000114456,2.4000001,,,,,-0.000596000114456,12.8000002
,,,-0.000595000106841,2.6000001,,,,,-0.000595000106841,12.8000002
,,,-0.000594000099227,2.4000001,,,,,-0.000594000099227,12.8000002
,,,-0.000593000091612,2.2,,,,,-0.000593000091612,12
,,,-0.000592000083998,2,,,,,-0.000592000083998,12.8000002
,,,-0.000591000076383,2,,,,,-0.000591000076383,12
,,,-0.000590000068769,1.8000001,,,,,-0.000590000068769,11.1999998
,,,-0.000589000061154,1.6,,,,,-0.000589000061154,11.1999998
,,,-0.000588000111748,1.4,,,,,-0.000588000111748,11.1999998
,,,-0.000587000104133,1.4,,,,,-0.000587000104133,11.1999998
,,,-0.000586000096519,1,,,,,-0.000586000096519,10.4000006
,,,-0.000585000088904,1,,,,,-0.000585000088904,9.600000381
,,,-0.00058400008129,1,,,,,-0.00058400008129,10.4000006
,,,-0.000583000073675,0.800000011921,,,,,-0.000583000073675,10.4000006
,,,-0.000582000066061,0.600000023842,,,,,-0.000582000066061,9.600000381
,,,-0.000581000116654,0.40000000596,,,,,-0.000581000116654,8.800000191
,,,-0.000580000109039,0.20000000298,,,,,-0.000580000109039,8.800000191
,,,-0.000579000101425,0,,,,,-0.000579000101425,8.800000191
,,,-0.00057800009381,0,,,,,-0.00057800009381,8.800000191
,,,-0.000577000086196,-0.20000000298,,,,,-0.000577000086196,8
,,,-0.000576000078581,-0.40000000596,,,,,-0.000576000078581,8
,,,-0.000575000070967,-0.600000023842,,,,,-0.000575000070967,7.20000029
,,,-0.000574000063352,-0.800000011921,,,,,-0.000574000063352,6.4000001
,,,-0.000573000113945,-0.800000011921,,,,,-0.000573000113945,6.4000001
,,,-0.000572000106331,-1,,,,,-0.000572000106331,6.4000001
,,,-0.000571000098716,-1.2,,,,,-0.000571000098716,5.5999999
,,,-0.000570000091102,-1.4,,,,,-0.000570000091102,5.5999999
,,,-0.000569000083487,-1.4,,,,,-0.000569000083487,4.80000019
,,,-0.000568000075873,-1.8000001,,,,,-0.000568000075873,4
,,,-0.000567000068258,-1.8000001,,,,,-0.000567000068258,4.80000019
,,,-0.000566000118852,-2,,,,,-0.000566000118852,4
,,,-0.000565000111237,-1.8000001,,,,,-0.000565000111237,3.20000005
,,,-0.000564000103623,-2.2,,,,,-0.000564000103623,3.20000005
,,,-0.000563000096008,-2.6000001,,,,,-0.000563000096008,2.4000001
,,,-0.000562000088394,-2.6000001,,,,,-0.000562000088394,2.4000001
,,,-0.000561000080779,-2.79999995,,,,,-0.000561000080779,1.6
,,,-0.000560000073165,-3,,,,,-0.000560000073165,0.800000011921
,,,-0.00055900006555,-3,,,,,-0.00055900006555,0
,,,-0.000558000116143,-3.20000005,,,,,-0.000558000116143,-0.800000011921
,,,-0.000557000108529,-3.60000014,,,,,-0.000557000108529,-0.800000011921
,,,-0.000556000100914,-3.60000014,,,,,-0.000556000100914,-1.6
,,,-0.0005550000933,-3.79999995,,,,,-0.0005550000933,-1.6
,,,-0.000554000085685,-4,,,,,-0.000554000085685,-2.4000001
,,,-0.000553000078071,-4,,,,,-0.000553000078071,-3.20000005
,,,-0.000552000070456,-4.20000029,,,,,-0.000552000070456,-3.20000005
,,,-0.000551000062842,-4.4000001,,,,,-0.000551000062842,-4
,,,-0.000550000113435,-4.4000001,,,,,-0.000550000113435,-4
,,,-0.000549000105821,-4.5999999,,,,,-0.000549000105821,-4.80000019
,,,-0.000548000098206,-4.80000019,,,,,-0.000548000098206,-4.80000019
,,,-0.000547000090592,-5,,,,,-0.000547000090592,-4.80000019
,,,-0.000546000082977,-5.20000029,,,,,-0.000546000082977,-6.4000001
,,,-0.000545000075363,-5.20000029,,,,,-0.000545000075363,-6.4000001
,,,-0.000544000067748,-5.4000001,,,,,-0.000544000067748,-7.20000029
,,,-0.000543000118341,-5.5999999,,,,,-0.000543000118341,-8
,,,-0.000542000110727,-5.5999999,,,,,-0.000542000110727,-8.800000191
,,,-0.000541000103112,-5.80000019,,,,,-0.000541000103112,-9.600000381
,,,-0.000540000095498,-6,,,,,-0.000540000095498,-9.600000381
,,,-0.000539000087883,-6,,,,,-0.000539000087883,-11.1999998
,,,-0.000538000080269,-6.20000029,,,,,-0.000538000080269,-12
,,,-0.000537000072654,-6.4000001,,,,,-0.000537000072654,-12
,,,-0.00053600006504,-6.5999999,,,,,-0.00053600006504,-12.8000002
,,,-0.000535000115633,-6.80000019,,,,,-0.000535000115633,-14.4000006
,,,-0.000534000108019,-7,,,,,-0.000534000108019,-14.4000006
,,,-0.000533000100404,-7,,,,,-0.000533000100404,-15.1999998
,,,-0.00053200009279,-7.20000029,,,,,-0.00053200009279,-16
,,,-0.000531000085175,-7.400000095,,,,,-0.000531000085175,-16.8000011
,,,-0.000530000077561,-7.599999905,,,,,-0.000530000077561,-17.6000004
,,,-0.000529000069946,-7.599999905,,,,,-0.000529000069946,-18.3999996
,,,-0.000528000062332,-7.800000191,,,,,-0.000528000062332,-19.2000008
,,,-0.000527000112925,-7.800000191,,,,,-0.000527000112925,-20.80000114
,,,-0.00052600010531,-7.800000191,,,,,-0.00052600010531,-20.80000114
,,,-0.000525000097696,-8.199999809,,,,,-0.000525000097696,-21.60000038
,,,-0.000524000090081,-8.199999809,,,,,-0.000524000090081,-22.39999962
,,,-0.000523000082467,-8.400000572,,,,,-0.000523000082467,-24
,,,-0.000522000074852,-8.400000572,,,,,-0.000522000074852,-24.80000114
,,,-0.000521000067238,-8.400000572,,,,,-0.000521000067238,-24.80000114
,,,-0.000520000117831,-8.600000381,,,,,-0.000520000117831,-25.60000038
,,,-0.000519000110216,-8.800000191,,,,,-0.000519000110216,-27.20000076
,,,-0.000518000102602,-9,,,,,-0.000518000102602,-28
,,,-0.000517000094987,-9,,,,,-0.000517000094987,-28
,,,-0.000516000087373,-9,,,,,-0.000516000087373,-28.80000114
,,,-0.000515000079758,-9.199999809,,,,,-0.000515000079758,-29.60000038
,,,-0.000514000072144,-9.400000572,,,,,-0.000514000072144,-30.39999962
,,,-0.000513000064529,-9.600000381,,,,,-0.000513000064529,-31.20000076
,,,-0.000512000115123,-9.400000572,,,,,-0.000512000115123,-31.20000076
,,,-0.000511000107508,-9.800000191,,,,,-0.000511000107508,-32
,,,-0.000510000099894,-10,,,,,-0.000510000099894,-32.79999924
,,,-0.000509000092279,-9.800000191,,,,,-0.000509000092279,-32.79999924
,,,-0.000508000084665,-10,,,,,-0.000508000084665,-34.40000153
,,,-0.00050700007705,-10,,,,,-0.00050700007705,-34.40000153
,,,-0.000506000069436,-10,,,,,-0.000506000069436,-35.20000076
,,,-0.000505000061821,-10.1999998,,,,,-0.000505000061821,-36
,,,-0.000504000112414,-10.4000006,,,,,-0.000504000112414,-36
,,,-0.0005030001048,-10.4000006,,,,,-0.0005030001048,-36.79999924
,,,-0.000502000097185,-10.4000006,,,,,-0.000502000097185,-37.60000229
,,,-0.000501000089571,-10.6000004,,,,,-0.000501000089571,-38.40000153
,,,-0.000500000081956,-10.4000006,,,,,-0.000500000081956,-37.60000229
,,,-0.000499000074342,-10.4000006,,,,,-0.000499000074342,-39.20000076
,,,-0.000498000066727,-10.6000004,,,,,-0.000498000066727,-39.20000076
,,,-0.000497000117321,-10.6000004,,,,,-0.000497000117321,-40
,,,-0.000496000109706,-10.6000004,,,,,-0.000496000109706,-40
,,,-0.000495000102092,-10.8000002,,,,,-0.000495000102092,-40.79999924
,,,-0.000494000094477,-11,,,,,-0.000494000094477,-41.60000229
,,,-0.000493000086863,-11,,,,,-0.000493000086863,-41.60000229
,,,-0.000492000079248,-11,,,,,-0.000492000079248,-41.60000229
,,,-0.000491000071634,-11.1999998,,,,,-0.000491000071634,-42.40000153
,,,-0.000490000064019,-11.1999998,,,,,-0.000490000064019,-42.40000153
,,,-0.000489000114612,-11.1999998,,,,,-0.000489000114612,-43.20000076
,,,-0.000488000077894,-11.1999998,,,,,-0.000488000077894,-44
,,,-0.000487000099383,-11.1999998,,,,,-0.000487000099383,-44
,,,-0.000486000091769,-11.1999998,,,,,-0.000486000091769,-44.79999924
,,,-0.000485000084154,-11.1999998,,,,,-0.000485000084154,-44.79999924
,,,-0.00048400007654,-11.1999998,,,,,-0.00048400007654,-44.79999924
,,,-0.000483000098029,-11.4000006,,,,,-0.000483000098029,-45.60000229
,,,-0.000482000090415,-11.4000006,,,,,-0.000482000090415,-45.60000229
,,,-0.0004810000828,-11.4000006,,,,,-0.0004810000828,-46.40000153
,,,-0.00048000010429,-11.4000006,,,,,-0.00048000010429,-46.40000153
,,,-0.000479000096675,-11.6000004,,,,,-0.000479000096675,-47.20000076
,,,-0.000478000089061,-11.4000006,,,,,-0.000478000089061,-47.20000076
,,,-0.000477000081446,-11.4000006,,,,,-0.000477000081446,-47.20000076
,,,-0.000476000102935,-11.4000006,,,,,-0.000476000102935,-48
,,,-0.000475000095321,-11.4000006,,,,,-0.000475000095321,-48
,,,-0.000474000087706,-11.4000006,,,,,-0.000474000087706,-48.79999924
,,,-0.000473000080092,-11.6000004,,,,,-0.000473000080092,-48.79999924
,,,-0.000472000101581,-11.4000006,,,,,-0.000472000101581,-48.79999924
,,,-0.000471000093967,-11.4000006,,,,,-0.000471000093967,-48.79999924
,,,-0.000470000086352,-11.4000006,,,,,-0.000470000086352,-49.60000229
,,,-0.000469000078738,-11.4000006,,,,,-0.000469000078738,-49.60000229
