Record Length,2500,Points,Tiempo1,Voltaje1,,Record Length,2500,Points,Tiempo2,Voltaje2
,,,-0.000468000100227,-11.4000006,,,,,-0.000468000100227,-50.40000153
,,,-0.000467000092613,-11.1999998,,,,,-0.000467000092613,-50.40000153
,,,-0.000466000084998,-11.1999998,,,,,-0.000466000084998,-51.20000076
,,,-0.000465000077384,-11.4000006,,,,,-0.000465000077384,-51.20000076
,,,-0.000464000098873,-11.1999998,,,,,-0.000464000098873,-51.20000076
,,,-0.000463000091258,-11.1999998,,,,,-0.000463000091258,-51.20000076
,,,-0.000462000083644,-11.1999998,,,,,-0.000462000083644,-52
,,,-0.000461000076029,-11.1999998,,,,,-0.000461000076029,-52
,,,-0.000460000097519,-11,,,,,-0.000460000097519,-52
,,,-0.000459000089904,-10.8000002,,,,,-0.000459000089904,-52.79999924
,,,-0.00045800008229,-10.8000002,,,,,-0.00045800008229,-52.79999924
,,,-0.000457000103779,-10.8000002,,,,,-0.000457000103779,-52.79999924
,,,-0.000456000096165,-10.8000002,,,,,-0.000456000096165,-52.79999924
,,,-0.00045500008855,-10.8000002,,,,,-0.00045500008855,-52.79999924
,,,-0.000454000080936,-10.8000002,,,,,-0.000454000080936,-52.79999924
,,,-0.000453000102425,-10.6000004,,,,,-0.000453000102425,-52.79999924
,,,-0.000452000094811,-10.6000004,,,,,-0.000452000094811,-53.60000229
,,,-0.000451000087196,-10.6000004,,,,,-0.000451000087196,-53.60000229
,,,-0.000450000079582,-10.4000006,,,,,-0.000450000079582,-53.60000229
,,,-0.000449000101071,-10.4000006,,,,,-0.000449000101071,-53.60000229
,,,-0.000448000093456,-10.1999998,,,,,-0.000448000093456,-53.60000229
,,,-0.000447000085842,-10,,,,,-0.000447000085842,-54.40000153
,,,-0.000446000078227,-10,,,,,-0.000446000078227,-54.40000153
,,,-0.000445000099717,-9.800000191,,,,,-0.000445000099717,-54.40000153
,,,-0.000444000092102,-9.800000191,,,,,-0.000444000092102,-54.40000153
,,,-0.000443000084488,-9.800000191,,,,,-0.000443000084488,-54.40000153
,,,-0.000442000076873,-9.600000381,,,,,-0.000442000076873,-54.40000153
,,,-0.000441000098363,-9.600000381,,,,,-0.000441000098363,-55.200000763
,,,-0.000440000090748,-9.400000572,,,,,-0.000440000090748,-54.40000153
,,,-0.000439000083134,-9.400000572,,,,,-0.000439000083134,-55.200000763
,,,-0.000438000104623,-9.199999809,,,,,-0.000438000104623,-55.200000763
,,,-0.000437000097008,-9,,,,,-0.000437000097008,-55.200000763
,,,-0.000436000089394,-8.800000191,,,,,-0.000436000089394,-54.40000153
,,,-0.000435000081779,-8.600000381,,,,,-0.000435000081779,-56
,,,-0.000434000103269,-8.600000381,,,,,-0.000434000103269,-56
,,,-0.000433000095654,-8.600000381,,,,,-0.000433000095654,-55.200000763
,,,-0.00043200008804,-8.400000572,,,,,-0.00043200008804,-55.200000763
,,,-0.000431000080425,-8.400000572,,,,,-0.000431000080425,-54.40000153
,,,-0.000430000101915,-8.199999809,,,,,-0.000430000101915,-55.200000763
,,,-0.0004290000943,-8.199999809,,,,,-0.0004290000943,-55.200000763
,,,-0.000428000086686,-7.800000191,,,,,-0.000428000086686,-55.200000763
,,,-0.000427000079071,-7.800000191,,,,,-0.000427000079071,-56
,,,-0.00042600010056,-7.599999905,,,,,-0.00042600010056,-56
,,,-0.000425000092946,-7.400000095,,,,,-0.000425000092946,-54.40000153
,,,-0.000424000085331,-7.400000095,,,,,-0.000424000085331,-55.200000763
,,,-0.000423000077717,-7.400000095,,,,,-0.000423000077717,-56
,,,-0.000422000099206,-7,,,,,-0.000422000099206,-55.200000763
,,,-0.000421000091592,-7,,,,,-0.000421000091592,-54.40000153
,,,-0.000420000083977,-7,,,,,-0.000420000083977,-55.200000763
,,,-0.000419000076363,-6.5999999,,,,,-0.000419000076363,-55.200000763
,,,-0.000418000097852,-6.4000001,,,,,-0.000418000097852,-56
,,,-0.000417000090238,-6.5999999,,,,,-0.000417000090238,-54.40000153
,,,-0.000416000082623,-6.20000029,,,,,-0.000416000082623,-54.40000153
,,,-0.000415000104113,-6,,,,,-0.000415000104113,-55.200000763
,,,-0.000414000096498,-5.80000019,,,,,-0.000414000096498,-54.40000153
,,,-0.000413000088884,-5.80000019,,,,,-0.000413000088884,-54.40000153
,,,-0.000412000081269,-5.5999999,,,,,-0.000412000081269,-54.40000153
,,,-0.000411000102758,-5.4000001,,,,,-0.000411000102758,-54.40000153
,,,-0.000410000095144,-5.20000029,,,,,-0.000410000095144,-54.40000153
,,,-0.000409000087529,-5,,,,,-0.000409000087529,-54.40000153
,,,-0.000408000079915,-4.80000019,,,,,-0.000408000079915,-54.40000153
,,,-0.000407000101404,-4.80000019,,,,,-0.000407000101404,-54.40000153
,,,-0.00040600009379,-4.4000001,,,,,-0.00040600009379,-53.60000229
,,,-0.000405000086175,-4.4000001,,,,,-0.000405000086175,-53.60000229
,,,-0.000404000078561,-4.4000001,,,,,-0.000404000078561,-53.60000229
,,,-0.00040300010005,-4.20000029,,,,,-0.00040300010005,-53.60000229
,,,-0.00040200009244,-3.79999995,,,,,-0.00040200009244,-52.79999924
,,,-0.00040100008482,-3.79999995,,,,,-0.00040100008482,-52.79999924
,,,-0.00040000007721,-3.60000014,,,,,-0.00040000007721,-53.60000229
,,,-0.0003990000987,-3.4000001,,,,,-0.0003990000987,-52.79999924
,,,-0.00039800009108,-3.20000005,,,,,-0.00039800009108,-52.79999924
,,,-0.00039700008347,-3.20000005,,,,,-0.00039700008347,-52.79999924
,,,-0.00039600010496,-2.79999995,,,,,-0.00039600010496,-52.79999924
,,,-0.00039500009734,-2.6000001,,,,,-0.00039500009734,-52.79999924
,,,-0.00039400008973,-2.6000001,,,,,-0.00039400008973,-52
,,,-0.00039300008211,-2.2,,,,,-0.00039300008211,-52
,,,-0.0003920001036,-2.4000001,,,,,-0.0003920001036,-51.20000076
,,,-0.00039100009599,-2,,,,,-0.00039100009599,-51.20000076
,,,-0.00039000008837,-1.8000001,,,,,-0.00039000008837,-51.20000076
,,,-0.00038900008076,-1.6,,,,,-0.00038900008076,-51.20000076
,,,-0.00038800010225,-1.4,,,,,-0.00038800010225,-50.40000153
,,,-0.00038700009463,-1.4,,,,,-0.00038700009463,-50.40000153
,,,-0.00038600008702,-1,,,,,-0.00038600008702,-51.20000076
,,,-0.0003850000794,-1,,,,,-0.0003850000794,-50.40000153
,,,-0.00038400010089,-0.600000023842,,,,,-0.00038400010089,-50.40000153
,,,-0.00038300009328,-0.40000000596,,,,,-0.00038300009328,-49.60000229
,,,-0.00038200008566,-0.40000000596,,,,,-0.00038200008566,-49.60000229
,,,-0.00038100007805,0,,,,,-0.00038100007805,-49.60000229
,,,-0.00038000009954,0.20000000298,,,,,-0.00038000009954,-49.60000229
,,,-0.00037900009193,0,,,,,-0.00037900009193,-48.79999924
,,,-0.00037800008431,0.40000000596,,,,,-0.00037800008431,-48.79999924
,,,-0.0003770000767,0.600000023842,,,,,-0.0003770000767,-48
,,,-0.00037600009819,0.600000023842,,,,,-0.00037600009819,-48
,,,-0.00037500009057,0.800000011921,,,,,-0.00037500009057,-48
,,,-0.00037400008296,1.2,,,,,-0.00037400008296,-47.20000076
,,,-0.00037300010445,1.4,,,,,-0.00037300010445,-47.20000076
,,,-0.00037200009683,1.4,,,,,-0.00037200009683,-47.20000076
,,,-0.00037100008922,1.8000001,,,,,-0.00037100008922,-46.40000153
,,,-0.0003700000816,2,,,,,-0.0003700000816,-46.40000153
,,,-0.00036900010309,2,,,,,-0.00036900010309,-45.60000229
,,,-0.00036800009548,2.2,,,,,-0.00036800009548,-46.40000153
,,,-0.00036700008786,2.6000001,,,,,-0.00036700008786,-45.60000229
,,,-0.00036600008025,2.4000001,,,,,-0.00036600008025,-44.79999924
,,,-0.00036500010174,2.79999995,,,,,-0.00036500010174,-44.79999924
,,,-0.00036400009412,2.79999995,,,,,-0.00036400009412,-44
,,,-0.00036300008651,3.20000005,,,,,-0.00036300008651,-44
,,,-0.00036200007889,3.4000001,,,,,-0.00036200007889,-44
,,,-0.00036100010038,3.4000001,,,,,-0.00036100010038,-43.20000076
,,,-0.00036000009277,3.60000014,,,,,-0.00036000009277,-43.20000076
,,,-0.00035900008515,3.79999995,,,,,-0.00035900008515,-42.40000153
,,,-0.00035800007754,4,,,,,-0.00035800007754,-43.20000076
,,,-0.00035700009903,3.79999995,,,,,-0.00035700009903,-42.40000153
,,,-0.00035600009141,4.20000029,,,,,-0.00035600009141,-41.60000229
,,,-0.0003550000838,4.4000001,,,,,-0.0003550000838,-41.60000229
,,,-0.00035400007619,4.5999999,,,,,-0.00035400007619,-41.60000229
,,,-0.00035300009768,4.5999999,,,,,-0.00035300009768,-40.79999924
,,,-0.00035200009006,4.80000019,,,,,-0.00035200009006,-40
,,,-0.00035100008245,5,,,,,-0.00035100008245,-40
,,,-0.00035000010394,5,,,,,-0.00035000010394,-40
,,,-0.00034900009632,5.4000001,,,,,-0.00034900009632,-39.20000076
,,,-0.00034800008871,5.4000001,,,,,-0.00034800008871,-39.20000076
,,,-0.00034700008109,5.4000001,,,,,-0.00034700008109,-39.20000076
,,,-0.00034600010258,5.80000019,,,,,-0.00034600010258,-39.20000076
,,,-0.00034500009497,6,,,,,-0.00034500009497,-38.40000153
,,,-0.00034400008735,6,,,,,-0.00034400008735,-38.40000153
,,,-0.00034300007974,6.20000029,,,,,-0.00034300007974,-37.60000229
,,,-0.00034200010123,6.20000029,,,,,-0.00034200010123,-37.60000229
,,,-0.00034100009361,6.5999999,,,,,-0.00034100009361,-37.60000229
,,,-0.000340000086,6.5999999,,,,,-0.000340000086,-36.79999924
,,,-0.00033900007838,6.80000019,,,,,-0.00033900007838,-36.79999924
,,,-0.00033800009987,6.80000019,,,,,-0.00033800009987,-36
,,,-0.00033700009226,7,,,,,-0.00033700009226,-35.20000076
,,,-0.00033600008464,7.20000029,,,,,-0.00033600008464,-35.20000076
,,,-0.00033500007703,7.400000095,,,,,-0.00033500007703,-35.20000076
,,,-0.00033400009852,7.20000029,,,,,-0.00033400009852,-34.40000153
,,,-0.0003330000909,7.599999905,,,,,-0.0003330000909,-34.40000153
,,,-0.00033200008329,7.599999905,,,,,-0.00033200008329,-34.40000153
,,,-0.00033100010478,7.599999905,,,,,-0.00033100010478,-33.60000229
,,,-0.00033000009716,7.800000191,,,,,-0.00033000009716,-33.60000229
,,,-0.00032900008955,7.800000191,,,,,-0.00032900008955,-32.79999924
,,,-0.00032800008194,8,,,,,-0.00032800008194,-32
,,,-0.00032700010343,8,,,,,-0.00032700010343,-32
,,,-0.00032600009581,8,,,,,-0.00032600009581,-32
,,,-0.0003250000882,8,,,,,-0.0003250000882,-31.20000076
,,,-0.00032400008058,8.199999809,,,,,-0.00032400008058,-31.20000076
,,,-0.00032300010207,8.400000572,,,,,-0.00032300010207,-31.20000076
,,,-0.00032200009446,8.400000572,,,,,-0.00032200009446,-30.39999962
,,,-0.00032100008684,8.600000381,,,,,-0.00032100008684,-29.60000038
,,,-0.00032000007923,8.600000381,,,,,-0.00032000007923,-30.39999962
,,,-0.00031900010072,8.600000381,,,,,-0.00031900010072,-29.60000038
,,,-0.0003180000931,9,,,,,-0.0003180000931,-28.80000114
,,,-0.00031700008549,8.800000191,,,,,-0.00031700008549,-28.80000114
,,,-0.00031600007787,9,,,,,-0.00031600007787,-28.80000114
,,,-0.00031500009936,9.199999809,,,,,-0.00031500009936,-28
,,,-0.00031400009175,9.199999809,,,,,-0.00031400009175,-28.80000114
,,,-0.00031300008413,9.400000572,,,,,-0.00031300008413,-27.20000076
,,,-0.00031200007652,9.199999809,,,,,-0.00031200007652,-27.20000076
,,,-0.00031100009801,9.400000572,,,,,-0.00031100009801,-27.20000076
,,,-0.00031000009039,9.600000381,,,,,-0.00031000009039,-27.20000076
,,,-0.00030900008278,9.400000572,,,,,-0.00030900008278,-26.39999962
,,,-0.00030800010427,9.600000381,,,,,-0.00030800010427,-26.39999962
,,,-0.00030700009665,9.400000572,,,,,-0.00030700009665,-25.60000038
,,,-0.00030600008904,9.800000191,,,,,-0.00030600008904,-25.60000038
,,,-0.00030500008143,9.800000191,,,,,-0.00030500008143,-24.80000114
,,,-0.00030400010291,9.400000572,,,,,-0.00030400010291,-24.80000114
,,,-0.0003030000953,9.800000191,,,,,-0.0003030000953,-24.80000114
,,,-0.00030200008769,9.800000191,,,,,-0.00030200008769,-24.80000114
,,,-0.00030100008007,9.800000191,,,,,-0.00030100008007,-24
,,,-0.00030000010156,9.800000191,,,,,-0.00030000010156,-24
,,,-0.00029900009395,9.800000191,,,,,-0.00029900009395,-23.20000076
,,,-0.00029800008633,9.800000191,,,,,-0.00029800008633,-23.20000076
,,,-0.00029700007872,10,,,,,-0.00029700007872,-22.39999962
,,,-0.00029600010021,9.800000191,,,,,-0.00029600010021,-22.39999962
,,,-0.00029500009259,9.800000191,,,,,-0.00029500009259,-22.39999962
,,,-0.00029400008498,10,,,,,-0.00029400008498,-22.39999962
,,,-0.00029300007736,9.800000191,,,,,-0.00029300007736,-22.39999962
,,,-0.00029200009885,9.800000191,,,,,-0.00029200009885,-21.60000038
,,,-0.00029100009124,9.800000191,,,,,-0.00029100009124,-21.60000038
,,,-0.00029000008362,9.800000191,,,,,-0.00029000008362,-21.60000038
,,,-0.00028900010511,9.800000191,,,,,-0.00028900010511,-20.80000114
,,,-0.0002880000975,9.800000191,,,,,-0.0002880000975,-20.80000114
,,,-0.00028700008988,9.800000191,,,,,-0.00028700008988,-20.80000114
,,,-0.00028600008227,9.800000191,,,,,-0.00028600008227,-20
,,,-0.00028500010376,9.800000191,,,,,-0.00028500010376,-20
,,,-0.00028400009614,9.800000191,,,,,-0.00028400009614,-20
,,,-0.00028300008853,9.600000381,,,,,-0.00028300008853,-20
,,,-0.00028200008092,9.800000191,,,,,-0.00028200008092,-19.2000008
,,,-0.0002810001024,9.800000191,,,,,-0.0002810001024,-19.2000008
,,,-0.00028000009479,9.600000381,,,,,-0.00028000009479,-19.2000008
,,,-0.00027900008718,9.400000572,,,,,-0.00027900008718,-19.2000008
,,,-0.00027800007956,9.400000572,,,,,-0.00027800007956,-19.2000008
,,,-0.00027700010105,9.600000381,,,,,-0.00027700010105,-18.3999996
,,,-0.00027600009344,9.400000572,,,,,-0.00027600009344,-18.3999996
,,,-0.00027500008582,9.400000572,,,,,-0.00027500008582,-18.3999996
,,,-0.00027400007821,9,,,,,-0.00027400007821,-17.6000004
,,,-0.0002730000997,9.199999809,,,,,-0.0002730000997,-18.3999996
,,,-0.00027200009208,9,,,,,-0.00027200009208,-17.6000004
,,,-0.00027100008447,8.800000191,,,,,-0.00027100008447,-18.3999996
,,,-0.00027000007685,9,,,,,-0.00027000007685,-17.6000004
,,,-0.00026900009834,9,,,,,-0.00026900009834,-17.6000004
,,,-0.00026800009073,8.800000191,,,,,-0.00026800009073,-16.8000011
,,,-0.00026700008311,8.600000381,,,,,-0.00026700008311,-17.6000004
,,,-0.0002660001046,8.600000381,,,,,-0.0002660001046,-16.8000011
,,,-0.00026500009699,8.400000572,,,,,-0.00026500009699,-16.8000011
,,,-0.00026400008937,8.400000572,,,,,-0.00026400008937,-16.8000011
,,,-0.00026300008176,8.199999809,,,,,-0.00026300008176,-16.8000011
,,,-0.00026200010325,8.400000572,,,,,-0.00026200010325,-16.8000011
,,,-0.00026100009563,8.199999809,,,,,-0.00026100009563,-16.8000011
,,,-0.00026000008802,8,,,,,-0.00026000008802,-16.8000011
,,,-0.0002590000804,7.800000191,,,,,-0.0002590000804,-16.8000011
,,,-0.00025800010189,7.599999905,,,,,-0.00025800010189,-16
,,,-0.00025700009428,7.400000095,,,,,-0.00025700009428,-16
,,,-0.00025600008667,7.400000095,,,,,-0.00025600008667,-16
,,,-0.00025500007905,7.20000029,,,,,-0.00025500007905,-16.8000011
,,,-0.00025400010054,7.20000029,,,,,-0.00025400010054,-16
,,,-0.00025300009293,6.80000019,,,,,-0.00025300009293,-16
,,,-0.00025200008531,6.80000019,,,,,-0.00025200008531,-16
,,,-0.0002510000777,6.80000019,,,,,-0.0002510000777,-16
,,,-0.00025000009919,6.5999999,,,,,-0.00025000009919,-16
,,,-0.00024900009157,6.4000001,,,,,-0.00024900009157,-16
,,,-0.00024800008396,6.4000001,,,,,-0.00024800008396,-16
,,,-0.00024700010545,6.20000029,,,,,-0.00024700010545,-16
,,,-0.00024600009783,6,,,,,-0.00024600009783,-16
,,,-0.00024500009022,6,,,,,-0.00024500009022,-16
,,,-0.00024400009715,5.80000019,,,,,-0.00024400009715,-16
,,,-0.00024300008954,5.80000019,,,,,-0.00024300008954,-16
,,,-0.00024200009648,5.80000019,,,,,-0.00024200009648,-16
,,,-0.00024100008886,5.4000001,,,,,-0.00024100008886,-16.8000011
,,,-0.0002400000958,5.4000001,,,,,-0.0002400000958,-16
,,,-0.00023900008819,5.20000029,,,,,-0.00023900008819,-16
,,,-0.00023800009512,5,,,,,-0.00023800009512,-16.8000011
,,,-0.00023700008751,5,,,,,-0.00023700008751,-16
,,,-0.00023600009445,4.80000019,,,,,-0.00023600009445,-17.6000004
,,,-0.00023500008683,4.5999999,,,,,-0.00023500008683,-16.8000011
,,,-0.00023400009377,4.4000001,,,,,-0.00023400009377,-17.6000004
,,,-0.00023300008615,4.4000001,,,,,-0.00023300008615,-16.8000011
,,,-0.00023200009309,4,,,,,-0.00023200009309,-17.6000004
,,,-0.00023100008548,4,,,,,-0.00023100008548,-17.6000004
,,,-0.00023000009242,4,,,,,-0.00023000009242,-17.6000004
,,,-0.0002290000848,3.60000014,,,,,-0.0002290000848,-17.6000004
,,,-0.00022800009174,3.4000001,,,,,-0.00022800009174,-17.6000004
,,,-0.00022700008412,3.4000001,,,,,-0.00022700008412,-17.6000004
,,,-0.00022600009106,3.20000005,,,,,-0.00022600009106,-18.3999996
,,,-0.000225000098,3.20000005,,,,,-0.000225000098,-18.3999996
,,,-0.00022400009038,3,,,,,-0.00022400009038,-18.3999996
,,,-0.00022300009732,3,,,,,-0.00022300009732,-18.3999996
,,,-0.00022200008971,2.6000001,,,,,-0.00022200008971,-19.2000008
,,,-0.00022100009664,2.4000001,,,,,-0.00022100009664,-19.2000008
,,,-0.00022000008903,2.4000001,,,,,-0.00022000008903,-19.2000008
,,,-0.00021900009597,2.2,,,,,-0.00021900009597,-19.2000008
,,,-0.00021800008835,1.8000001,,,,,-0.00021800008835,-19.2000008
,,,-0.00021700009529,1.8000001,,,,,-0.00021700009529,-20
,,,-0.00021600008768,1.6,,,,,-0.00021600008768,-20
,,,-0.00021500009461,1.4,,,,,-0.00021500009461,-20.80000114
,,,-0.000214000087,1.2,,,,,-0.000214000087,-20.80000114
,,,-0.00021300009394,1.2,,,,,-0.00021300009394,-20.80000114
,,,-0.00021200008632,1,,,,,-0.00021200008632,-20.80000114
,,,-0.00021100009326,0.800000011921,,,,,-0.00021100009326,-20.80000114
,,,-0.00021000008564,0.600000023842,,,,,-0.00021000008564,-21.60000038
,,,-0.00020900009258,0.600000023842,,,,,-0.00020900009258,-21.60000038
,,,-0.00020800008497,0.40000000596,,,,,-0.00020800008497,-21.60000038
,,,-0.0002070000919,0.20000000298,,,,,-0.0002070000919,-21.60000038
,,,-0.00020600008429,0,,,,,-0.00020600008429,-22.39999962
,,,-0.00020500009123,-0.20000000298,,,,,-0.00020500009123,-22.39999962
,,,-0.00020400009817,-0.20000000298,,,,,-0.00020400009817,-23.20000076
,,,-0.00020300009055,-0.600000023842,,,,,-0.00020300009055,-23.20000076
,,,-0.00020200009749,-0.800000011921,,,,,-0.00020200009749,-23.20000076
,,,-0.00020100008987,-0.800000011921,,,,,-0.00020100008987,-24
,,,-0.00020000009681,-1,,,,,-0.00020000009681,-24
,,,-0.0001990000892,-1,,,,,-0.0001990000892,-24.80000114
,,,-0.00019800009613,-1.4,,,,,-0.00019800009613,-24.80000114
,,,-0.00019700008852,-1.6,,,,,-0.00019700008852,-25.60000038
,,,-0.00019600009546,-1.8000001,,,,,-0.00019600009546,-25.60000038
,,,-0.00019500008784,-2,,,,,-0.00019500008784,-25.60000038
,,,-0.00019400009478,-2.2,,,,,-0.00019400009478,-26.39999962
,,,-0.00019300008717,-2.4000001,,,,,-0.00019300008717,-26.39999962
,,,-0.0001920000941,-2.6000001,,,,,-0.0001920000941,-27.20000076
,,,-0.00019100008649,-2.6000001,,,,,-0.00019100008649,-27.20000076
,,,-0.00019000009343,-3,,,,,-0.00019000009343,-28
,,,-0.00018900008581,-3,,,,,-0.00018900008581,-28
,,,-0.00018800009275,-3.60000014,,,,,-0.00018800009275,-28
,,,-0.00018700008513,-3.60000014,,,,,-0.00018700008513,-28.80000114
,,,-0.00018600009207,-3.79999995,,,,,-0.00018600009207,-28.80000114
,,,-0.00018500008446,-4,,,,,-0.00018500008446,-29.60000038
,,,-0.00018400009139,-4.20000029,,,,,-0.00018400009139,-28.80000114
,,,-0.00018300009833,-4.4000001,,,,,-0.00018300009833,-29.60000038
,,,-0.00018200009072,-4.5999999,,,,,-0.00018200009072,-30.39999962
,,,-0.00018100009765,-5,,,,,-0.00018100009765,-30.39999962
,,,-0.00018000009004,-5,,,,,-0.00018000009004,-31.20000076
,,,-0.00017900009698,-5.20000029,,,,,-0.00017900009698,-31.20000076
,,,-0.00017800008936,-5.20000029,,,,,-0.00017800008936,-32
,,,-0.0001770000963,-5.5999999,,,,,-0.0001770000963,-32
,,,-0.00017600008869,-5.80000019,,,,,-0.00017600008869,-32.79999924
,,,-0.00017500009562,-6,,,,,-0.00017500009562,-32.79999924
,,,-0.00017400008801,-6.20000029,,,,,-0.00017400008801,-33.60000229
,,,-0.00017300009495,-6.4000001,,,,,-0.00017300009495,-33.60000229
,,,-0.00017200008733,-6.5999999,,,,,-0.00017200008733,-33.60000229
,,,-0.00017100009427,-6.80000019,,,,,-0.00017100009427,-34.40000153
,,,-0.00017000008665,-7,,,,,-0.00017000008665,-34.40000153
,,,-0.00016900009359,-7,,,,,-0.00016900009359,-35.20000076
,,,-0.00016800008598,-7.20000029,,,,,-0.00016800008598,-36
,,,-0.00016700009292,-7.400000095,,,,,-0.00016700009292,-35.20000076
,,,-0.0001660000853,-7.599999905,,,,,-0.0001660000853,-36.79999924
,,,-0.00016500009224,-7.800000191,,,,,-0.00016500009224,-36.79999924
,,,-0.00016400008462,-8,,,,,-0.00016400008462,-36.79999924
,,,-0.00016300009156,-8.199999809,,,,,-0.00016300009156,-37.60000229
,,,-0.0001620000985,-8.400000572,,,,,-0.0001620000985,-37.60000229
,,,-0.00016100009088,-8.400000572,,,,,-0.00016100009088,-38.40000153
,,,-0.00016000009782,-8.800000191,,,,,-0.00016000009782,-39.20000076
,,,-0.00015900009021,-9,,,,,-0.00015900009021,-39.20000076
,,,-0.00015800009714,-9,,,,,-0.00015800009714,-39.20000076
,,,-0.00015700008953,-9.199999809,,,,,-0.00015700008953,-40
,,,-0.00015600009647,-9.400000572,,,,,-0.00015600009647,-40.79999924
,,,-0.00015500008885,-9.600000381,,,,,-0.00015500008885,-40.79999924
,,,-0.00015400009579,-9.800000191,,,,,-0.00015400009579,-40.79999924
,,,-0.00015300008818,-9.800000191,,,,,-0.00015300008818,-41.60000229
,,,-0.00015200009511,-10,,,,,-0.00015200009511,-41.60000229
,,,-0.0001510000875,-10.4000006,,,,,-0.0001510000875,-42.40000153
,,,-0.00015000009444,-10.6000004,,,,,-0.00015000009444,-42.40000153
,,,-0.00014900008682,-10.6000004,,,,,-0.00014900008682,-43.20000076
,,,-0.0001480000938,-10.8000002,,,,,-0.0001480000938,-43.20000076
,,,-0.0001470000861,-11,,,,,-0.0001470000861,-43.20000076
,,,-0.0001460000931,-11.1999998,,,,,-0.0001460000931,-44
,,,-0.0001450000855,-11.1999998,,,,,-0.0001450000855,-44.79999924
,,,-0.0001440000924,-11.4000006,,,,,-0.0001440000924,-44.79999924
,,,-0.0001430000848,-11.6000004,,,,,-0.0001430000848,-44.79999924
,,,-0.0001420000917,-11.8000002,,,,,-0.0001420000917,-45.60000229
,,,-0.0001410000841,-11.8000002,,,,,-0.0001410000841,-46.40000153
,,,-0.0001400000911,-12,,,,,-0.0001400000911,-46.40000153
,,,-0.000139000098,-12,,,,,-0.000139000098,-47.20000076
,,,-0.0001380000904,-12.1999998,,,,,-0.0001380000904,-47.20000076
,,,-0.0001370000973,-12.4000006,,,,,-0.0001370000973,-48
,,,-0.0001360000897,-12.4000006,,,,,-0.0001360000897,-48
,,,-0.0001350000966,-12.6000004,,,,,-0.0001350000966,-48
,,,-0.000134000089,-12.6000004,,,,,-0.000134000089,-48.79999924
,,,-0.000133000096,-12.8000002,,,,,-0.000133000096,-48.79999924
,,,-0.0001320000883,-12.8000002,,,,,-0.0001320000883,-49.60000229
,,,-0.0001310000953,-12.8000002,,,,,-0.0001310000953,-50.40000153
,,,-0.0001300000877,-13.1999998,,,,,-0.0001300000877,-50.40000153
,,,-0.0001290000946,-12.8000002,,,,,-0.0001290000946,-50.40000153
,,,-0.000128000087,-13.4000006,,,,,-0.000128000087,-51.20000076
,,,-0.0001270000939,-13.4000006,,,,,-0.0001270000939,-51.20000076
,,,-0.0001260000863,-13.6000004,,,,,-0.0001260000863,-52
,,,-0.0001250000932,-13.4000006,,,,,-0.0001250000932,-52
,,,-0.0001240000856,-13.8000002,,,,,-0.0001240000856,-52
,,,-0.0001230000926,-13.8000002,,,,,-0.0001230000926,-52.79999924
,,,-0.0001220000922,-13.8000002,,,,,-0.0001220000922,-52.79999924
,,,-0.0001210000919,-13.8000002,,,,,-0.0001210000919,-52.79999924
,,,-0.0001200000916,-14,,,,,-0.0001200000916,-52.79999924
,,,-0.0001190000912,-14,,,,,-0.0001190000912,-53.60000229
,,,-0.0001180000909,-14.4000006,,,,,-0.0001180000909,-53.60000229
,,,-0.0001170000905,-14.1999998,,,,,-0.0001170000905,-54.40000153
,,,-0.0001160000902,-14.4000006,,,,,-0.0001160000902,-54.40000153
,,,-0.0001150000899,-14.4000006,,,,,-0.0001150000899,-54.40000153
,,,-0.0001140000895,-14.4000006,,,,,-0.0001140000895,-55.200000763
,,,-0.0001130000892,-14.6000004,,,,,-0.0001130000892,-56
,,,-0.0001120000888,-14.4000006,,,,,-0.0001120000888,-56
,,,-0.0001110000885,-14.6000004,,,,,-0.0001110000885,-56
,,,-0.0001100000882,-14.6000004,,,,,-0.0001100000882,-56.799999237
,,,-0.0001090000878,-14.4000006,,,,,-0.0001090000878,-56.799999237
,,,-0.0001080000948,-14.6000004,,,,,-0.0001080000948,-56.799999237
,,,-0.0001070000944,-14.6000004,,,,,-0.0001070000944,-56.799999237
,,,-0.0001060000941,-14.6000004,,,,,-0.0001060000941,-57.600002289
,,,-0.0001050000938,-14.6000004,,,,,-0.0001050000938,-57.600002289
,,,-0.0001040000934,-14.6000004,,,,,-0.0001040000934,-57.600002289
,,,-0.0001030000931,-14.6000004,,,,,-0.0001030000931,-58.400001526
,,,-0.0001020000927,-14.6000004,,,,,-0.0001020000927,-59.200000763
,,,-0.0001010000924,-14.8000002,,,,,-0.0001010000924,-58.400001526
,,,-0.0001000000921,-14.6000004,,,,,-0.0001000000921,-59.200000763
,,,-9.9000091723E-05,-14.6000004,,,,,-9.9000091723E-05,-59.200000763
,,,-9.8000091384E-05,-14.6000004,,,,,-9.8000091384E-05,-59.200000763
,,,-9.7000091046E-05,-14.6000004,,,,,-9.7000091046E-05,-60
,,,-9.6000090707E-05,-14.6000004,,,,,-9.6000090707E-05,-59.200000763
,,,-9.5000090369E-05,-14.6000004,,,,,-9.5000090369E-05,-60
,,,-9.400009003E-05,-14.6000004,,,,,-9.400009003E-05,-60.799999237
,,,-9.3000089691E-05,-14.6000004,,,,,-9.3000089691E-05,-60
