Record Length,2500,Points,-269.99998954E-6,18.0000000,
Sample Interval,200.00000234E-9,s,-269.79998802E-6,20.0000000,
Trigger Point,1.3500000E3,Samples,-269.59998650E-6,22.00000000,
,,,-269.39998497E-6,22.00000000,
,,,-269.19998345E-6,24.00000000,
,,,-268.99998193E-6,24.00000000,
Source,CH2,,-268.79998040E-6,24.00000000,
Vertical Units,Volts,,-268.59997888E-6,24.00000000,
Vertical Scale,50.00000000,,-268.39997736E-6,26.00000000,
Vertical Offset,0,,-268.19997584E-6,26.00000000,
Horizontal Units,s,,-268.00000342E-6,28.00000000,
Horizontal Scale,50.00000058E-6,,-267.80000189E-6,26.00000000,
Pt Fmt,Y,,-267.60000037E-6,28.00000000,
Yzero,880.000000000E-3,,-267.39999885E-6,28.00000000,
Probe Atten,10.0000000,,-267.19999732E-6,28.00000000,
,,,-266.99999580E-6,30.00000000,
Note, - 6:28:10 p. m.   11/03/2021,,-266.79999428E-6,30.00000000,
,,,-266.59999276E-6,32.00000000,
,,,-266.39999123E-6,30.00000000,
,,,-266.19998971E-6,30.00000000,
,,,-265.99998819E-6,30.00000000,
,,,-265.79998666E-6,34.00000000,
,,,-265.59998514E-6,30.00000000,
,,,-265.39998362E-6,32.00000000,
,,,-265.19998210E-6,34.00000000,
,,,-264.99998057E-6,36.00000000,
,,,-264.79997905E-6,34.00000000,
,,,-264.59997753E-6,36.00000000,
,,,-264.39997600E-6,36.00000000,
,,,-264.20000358E-6,36.00000000,
,,,-264.00000206E-6,38.00000000,
,,,-263.80000054E-6,36.00000000,
,,,-263.59999902E-6,38.00000000,
,,,-263.39999749E-6,38.00000000,
,,,-263.19999597E-6,40.00000000,
,,,-262.99999445E-6,40.00000000,
,,,-262.79999292E-6,42.00000000,
,,,-262.59999140E-6,40.00000000,
,,,-262.39998988E-6,42.00000000,
,,,-262.19998836E-6,42.00000000,
,,,-261.99998683E-6,44.00000000,
,,,-261.79998531E-6,42.00000000,
,,,-261.59998379E-6,42.00000000,
,,,-261.39998226E-6,46.00000000,
,,,-261.19998074E-6,42.00000000,
,,,-260.99997922E-6,46.00000000,
,,,-260.79997770E-6,48.00000000,
,,,-260.59997617E-6,46.00000000,
,,,-260.40000375E-6,46.00000000,
,,,-260.20000223E-6,48.00000000,
,,,-260.00000071E-6,48.00000000,
,,,-259.79999918E-6,48.00000000,
,,,-259.59999766E-6,50.00000000,
,,,-259.39999614E-6,50.00000000,
,,,-259.19999462E-6,50.00000000,
,,,-258.99999309E-6,54.00000000,
,,,-258.79999157E-6,52.00000000,
,,,-258.59999005E-6,54.00000000,
,,,-258.39998852E-6,52.00000000,
,,,-258.19998700E-6,54.00000000,
,,,-257.99998548E-6,54.00000000,
,,,-257.79998396E-6,54.00000000,
,,,-257.59998243E-6,56.000000000,
,,,-257.39998091E-6,54.00000000,
,,,-257.19997939E-6,56.000000000,
,,,-256.99997786E-6,54.00000000,
,,,-256.79997634E-6,58.000000000,
,,,-256.60000392E-6,56.000000000,
,,,-256.40000240E-6,58.000000000,
,,,-256.20000088E-6,58.000000000,
,,,-255.99999935E-6,60.000000000,
,,,-255.79999783E-6,60.000000000,
,,,-255.59999631E-6,60.000000000,
,,,-255.39999478E-6,62.000000000,
,,,-255.19999326E-6,62.000000000,
,,,-254.99999174E-6,62.000000000,
,,,-254.79999022E-6,64.000000000,
,,,-254.59998869E-6,62.000000000,
,,,-254.39998717E-6,62.000000000,
,,,-254.19998565E-6,66.000000000,
,,,-253.99998412E-6,64.000000000,
,,,-253.79998260E-6,66.000000000,
,,,-253.59998108E-6,66.000000000,
,,,-253.39997956E-6,68.000000000,
,,,-253.19997803E-6,66.000000000,
,,,-252.99997651E-6,68.000000000,
,,,-252.79997499E-6,68.000000000,
,,,-252.60000257E-6,70.000000000,
,,,-252.40000105E-6,70.000000000,
,,,-252.19999952E-6,72.000000000,
,,,-251.99999800E-6,70.000000000,
,,,-251.79999648E-6,72.000000000,
,,,-251.59999495E-6,72.000000000,
,,,-251.39999343E-6,72.000000000,
,,,-251.19999191E-6,74.000000000,
,,,-250.99999039E-6,74.000000000,
,,,-250.79998886E-6,72.000000000,
,,,-250.59998734E-6,74.000000000,
,,,-250.39998582E-6,76.000000000,
,,,-250.19998429E-6,76.000000000,
,,,-249.99998277E-6,76.000000000,
,,,-249.79998125E-6,76.000000000,
,,,-249.59997972E-6,78.000000000,
,,,-249.39997820E-6,80.000000000,
,,,-249.19997668E-6,80.000000000,
,,,-248.99997516E-6,80.000000000,
,,,-248.80000274E-6,80.000000000,
,,,-248.60000121E-6,82.000000000,
,,,-248.39999969E-6,82.000000000,
,,,-248.19999817E-6,82.000000000,
,,,-247.99999665E-6,82.000000000,
,,,-247.79999512E-6,84.000000000,
,,,-247.59999360E-6,82.000000000,
,,,-247.39999208E-6,84.000000000,
,,,-247.19999055E-6,84.000000000,
,,,-246.99998903E-6,84.000000000,
,,,-246.79998751E-6,86.000000000,
,,,-246.59998599E-6,86.000000000,
,,,-246.39998446E-6,88.000000000,
,,,-246.19998294E-6,86.000000000,
,,,-245.99998142E-6,88.000000000,
,,,-245.79997989E-6,88.000000000,
,,,-245.59997837E-6,88.000000000,
,,,-245.39997685E-6,88.000000000,
,,,-245.19997532E-6,92.000000000,
,,,-245.00000291E-6,92.000000000,
,,,-244.80000138E-6,92.000000000,
,,,-244.59999986E-6,92.000000000,
,,,-244.39999834E-6,94.000000000,
,,,-244.19999681E-6,94.000000000,
,,,-243.99999529E-6,94.000000000,
,,,-243.79999377E-6,96.000000000,
,,,-243.59999225E-6,96.000000000,
,,,-243.39999072E-6,94.000000000,
,,,-243.19998920E-6,98.000000000,
