Record Length,2500,Points,Tiempo1,Voltaje1,,,,,Tiempo2,Voltaje2
,,,-0.0011800001,48,,,,,-0.0011800001,28
,,,-0.0011790001,50,,,,,-0.0011790001,32
,,,-0.0011780001,52,,,,,-0.0011780001,34
,,,-0.0011770001,52,,,,,-0.0011770001,38
,,,-0.0011760001,54,,,,,-0.0011760001,38
,,,-0.0011750001,56,,,,,-0.0011750001,42
,,,-0.0011740001,58,,,,,-0.0011740001,46
,,,-0.0011730001,60,,,,,-0.0011730001,48
,,,-0.0011720001,62,,,,,-0.0011720001,52
,,,-0.0011710001,64,,,,,-0.0011710001,54
,,,-0.0011700001,66,,,,,-0.0011700001,56
,,,-0.0011690001,68,,,,,-0.0011690001,60
,,,-0.001168,70,,,,,-0.001168,62
,,,-0.001167,72,,,,,-0.001167,66
,,,-0.001166,74,,,,,-0.001166,68
,,,-0.0011650001,76,,,,,-0.0011650001,70
,,,-0.0011640001,78,,,,,-0.0011640001,74
,,,-0.0011630001,80,,,,,-0.0011630001,76
,,,-0.0011620001,80,,,,,-0.0011620001,78
,,,-0.0011610001,82,,,,,-0.0011610001,82
,,,-0.0011600001,84,,,,,-0.0011600001,84
,,,-0.0011590001,86,,,,,-0.0011590001,88
,,,-0.0011580001,88,,,,,-0.0011580001,90
,,,-0.0011570001,90,,,,,-0.0011570001,92
,,,-0.0011560001,92,,,,,-0.0011560001,96
,,,-0.0011550001,92,,,,,-0.0011550001,98
,,,-0.0011540001,96,,,,,-0.0011540001,100
,,,-0.001153,96,,,,,-0.001153,104
,,,-0.001152,98,,,,,-0.001152,106
,,,-0.001151,98,,,,,-0.001151,108
,,,-0.0011500001,100,,,,,-0.0011500001,110
,,,-0.0011490001,102,,,,,-0.0011490001,110
,,,-0.0011480001,104,,,,,-0.0011480001,110
,,,-0.0011470001,104,,,,,-0.0011470001,110
,,,-0.0011460001,104,,,,,-0.0011460001,110
,,,-0.0011450001,106,,,,,-0.0011450001,110
,,,-0.0011440001,108,,,,,-0.0011440001,110
,,,-0.0011430001,106,,,,,-0.0011430001,110
,,,-0.0011420001,108,,,,,-0.0011420001,110
,,,-0.0011410001,108,,,,,-0.0011410001,110
,,,-0.0011400001,108,,,,,-0.0011400001,110
,,,-0.0011390001,108,,,,,-0.0011390001,110
,,,-0.0011380001,108,,,,,-0.0011380001,110
,,,-0.001137,108,,,,,-0.001137,110
,,,-0.001136,108,,,,,-0.001136,110
,,,-0.0011350001,108,,,,,-0.0011350001,110
,,,-0.0011340001,108,,,,,-0.0011340001,110
,,,-0.0011330001,108,,,,,-0.0011330001,110
,,,-0.0011320001,108,,,,,-0.0011320001,110
,,,-0.0011310001,108,,,,,-0.0011310001,110
,,,-0.0011300001,108,,,,,-0.0011300001,112
,,,-0.0011290001,106,,,,,-0.0011290001,110
,,,-0.0011280001,106,,,,,-0.0011280001,110
,,,-0.0011270001,104,,,,,-0.0011270001,110
,,,-0.0011260001,104,,,,,-0.0011260001,110
,,,-0.0011250001,104,,,,,-0.0011250001,110
,,,-0.0011240001,102,,,,,-0.0011240001,110
,,,-0.0011230001,100,,,,,-0.0011230001,110
,,,-0.001122,100,,,,,-0.001122,110
,,,-0.001121,98,,,,,-0.001121,110
,,,-0.0011200001,98,,,,,-0.0011200001,110
,,,-0.0011190001,96,,,,,-0.0011190001,108
,,,-0.0011180001,94,,,,,-0.0011180001,110
,,,-0.0011170001,94,,,,,-0.0011170001,108
,,,-0.0011160001,94,,,,,-0.0011160001,108
,,,-0.0011150001,92,,,,,-0.0011150001,108
,,,-0.0011140001,90,,,,,-0.0011140001,108
,,,-0.0011130001,88,,,,,-0.0011130001,108
,,,-0.0011120001,88,,,,,-0.0011120001,106
,,,-0.0011110001,86,,,,,-0.0011110001,108
,,,-0.0011100001,84,,,,,-0.0011100001,108
,,,-0.0011090001,82,,,,,-0.0011090001,106
,,,-0.0011080001,82,,,,,-0.0011080001,106
,,,-0.001107,78,,,,,-0.001107,106
,,,-0.001106,78,,,,,-0.001106,104
,,,-0.001105,76,,,,,-0.001105,106
,,,-0.0011040001,76,,,,,-0.0011040001,104
,,,-0.0011030001,74,,,,,-0.0011030001,104
,,,-0.0011020001,72,,,,,-0.0011020001,104
,,,-0.0011010001,70,,,,,-0.0011010001,104
,,,-0.0011000001,70,,,,,-0.0011000001,102
,,,-0.0010990001,66,,,,,-0.0010990001,102
,,,-0.0010980001,66,,,,,-0.0010980001,102
,,,-0.0010970001,64,,,,,-0.0010970001,102
,,,-0.0010960001,62,,,,,-0.0010960001,102
,,,-0.0010950001,62,,,,,-0.0010950001,100
,,,-0.0010940001,60,,,,,-0.0010940001,100
,,,-0.0010930001,58,,,,,-0.0010930001,100
,,,-0.001092,56,,,,,-0.001092,100
,,,-0.001091,54,,,,,-0.001091,98
,,,-0.00109,54,,,,,-0.00109,96
,,,-0.0010890001,52,,,,,-0.0010890001,96
,,,-0.0010880001,50,,,,,-0.0010880001,94
,,,-0.0010870001,50,,,,,-0.0010870001,94
,,,-0.0010860001,48,,,,,-0.0010860001,92
,,,-0.0010850001,46,,,,,-0.0010850001,90
,,,-0.0010840001,44,,,,,-0.0010840001,90
,,,-0.0010830001,42,,,,,-0.0010830001,88
,,,-0.0010820001,40,,,,,-0.0010820001,86
,,,-0.0010810001,40,,,,,-0.0010810001,84
,,,-0.0010800001,38,,,,,-0.0010800001,82
,,,-0.0010790001,36,,,,,-0.0010790001,80
,,,-0.0010780001,34,,,,,-0.0010780001,78
,,,-0.0010770001,34,,,,,-0.0010770001,76
,,,-0.001076,32,,,,,-0.001076,74
,,,-0.001075,30,,,,,-0.001075,72
,,,-0.0010740001,28,,,,,-0.0010740001,70
,,,-0.0010730001,26,,,,,-0.0010730001,68
,,,-0.0010720001,26,,,,,-0.0010720001,66
,,,-0.0010710001,24,,,,,-0.0010710001,66
,,,-0.0010700001,22,,,,,-0.0010700001,62
,,,-0.0010690001,20,,,,,-0.0010690001,60
,,,-0.0010680001,18,,,,,-0.0010680001,58
,,,-0.0010670001,18,,,,,-0.0010670001,56
,,,-0.0010660001,16,,,,,-0.0010660001,54
,,,-0.0010650001,14,,,,,-0.0010650001,52
,,,-0.0010640001,12,,,,,-0.0010640001,50
,,,-0.0010630001,10,,,,,-0.0010630001,48
,,,-0.0010620001,8,,,,,-0.0010620001,46
,,,-0.001061,8,,,,,-0.001061,42
,,,-0.00106,6,,,,,-0.00106,40
,,,-0.001059,4,,,,,-0.001059,40
,,,-0.0010580001,2,,,,,-0.0010580001,36
,,,-0.0010570001,0,,,,,-0.0010570001,34
,,,-0.0010560001,0,,,,,-0.0010560001,32
,,,-0.0010550001,-2,,,,,-0.0010550001,30
,,,-0.0010540001,-4,,,,,-0.0010540001,28
,,,-0.0010530001,-4,,,,,-0.0010530001,26
,,,-0.0010520001,-8,,,,,-0.0010520001,22
,,,-0.0010510001,-8,,,,,-0.0010510001,20
,,,-0.0010500001,-12,,,,,-0.0010500001,18
,,,-0.0010490001,-12,,,,,-0.0010490001,16
,,,-0.0010480001,-14,,,,,-0.0010480001,12
,,,-0.0010470001,-16,,,,,-0.0010470001,10
,,,-0.001046,-18,,,,,-0.001046,8
,,,-0.001045,-20,,,,,-0.001045,6
,,,-0.001044,-20,,,,,-0.001044,4
,,,-0.0010430001,-22,,,,,-0.0010430001,0
,,,-0.0010420001,-24,,,,,-0.0010420001,-2
,,,-0.0010410001,-26,,,,,-0.0010410001,-4
,,,-0.0010400001,-28,,,,,-0.0010400001,-6
,,,-0.0010390001,-30,,,,,-0.0010390001,-10
,,,-0.0010380001,-32,,,,,-0.0010380001,-12
,,,-0.0010370001,-34,,,,,-0.0010370001,-14
,,,-0.0010360001,-34,,,,,-0.0010360001,-16
,,,-0.0010350001,-38,,,,,-0.0010350001,-18
,,,-0.0010340001,-38,,,,,-0.0010340001,-20
,,,-0.0010330001,-40,,,,,-0.0010330001,-24
,,,-0.0010320001,-42,,,,,-0.0010320001,-28
,,,-0.0010310001,-42,,,,,-0.0010310001,-30
,,,-0.00103,-44,,,,,-0.00103,-32
,,,-0.001029,-48,,,,,-0.001029,-36
,,,-0.0010280001,-48,,,,,-0.0010280001,-38
,,,-0.0010270001,-50,,,,,-0.0010270001,-42
,,,-0.0010260001,-52,,,,,-0.0010260001,-46
,,,-0.0010250001,-54,,,,,-0.0010250001,-48
,,,-0.0010240001,-56,,,,,-0.0010240001,-50
,,,-0.0010230001,-58,,,,,-0.0010230001,-54
,,,-0.0010220001,-60,,,,,-0.0010220001,-56
,,,-0.0010210001,-60,,,,,-0.0010210001,-58
,,,-0.0010200001,-62,,,,,-0.0010200001,-62
,,,-0.0010190001,-64,,,,,-0.0010190001,-64
,,,-0.0010180001,-66,,,,,-0.0010180001,-68
,,,-0.0010170001,-68,,,,,-0.0010170001,-70
,,,-0.0010160001,-70,,,,,-0.0010160001,-72
,,,-0.001015,-70,,,,,-0.001015,-76
,,,-0.001014,-74,,,,,-0.001014,-78
,,,-0.0010130001,-74,,,,,-0.0010130001,-82
,,,-0.0010120001,-76,,,,,-0.0010120001,-84
,,,-0.0010110001,-78,,,,,-0.0010110001,-88
,,,-0.0010100001,-80,,,,,-0.0010100001,-90
,,,-0.0010090001,-80,,,,,-0.0010090001,-92
,,,-0.0010080001,-84,,,,,-0.0010080001,-94
,,,-0.0010070001,-84,,,,,-0.0010070001,-98
,,,-0.0010060001,-86,,,,,-0.0010060001,-100
,,,-0.0010050001,-88,,,,,-0.0010050001,-102
,,,-0.0010040001,-88,,,,,-0.0010040001,-106
,,,-0.0010030001,-90,,,,,-0.0010030001,-108
,,,-0.0010020001,-92,,,,,-0.0010020001,-110
,,,-0.0010010001,-94,,,,,-0.0010010001,-114
,,,-0.001,-94,,,,,-0.001,-116
,,,-0.000999000039883,-96,,,,,-0.000999000039883,-118
,,,-0.000998000032268,-98,,,,,-0.000998000032268,-122
,,,-0.000997000141069,-98,,,,,-0.000997000141069,-124
,,,-0.000996000133455,-100,,,,,-0.000996000133455,-126
,,,-0.00099500012584,-100,,,,,-0.00099500012584,-128
,,,-0.000994000118226,-102,,,,,-0.000994000118226,-130
,,,-0.000993000110611,-104,,,,,-0.000993000110611,-130
,,,-0.000992000102997,-104,,,,,-0.000992000102997,-130
,,,-0.000991000095382,-106,,,,,-0.000991000095382,-130
,,,-0.000990000087768,-106,,,,,-0.000990000087768,-132
,,,-0.000989000080153,-106,,,,,-0.000989000080153,-132
,,,-0.000988000072539,-106,,,,,-0.000988000072539,-132
,,,-0.000987000064924,-108,,,,,-0.000987000064924,-132
,,,-0.00098600005731,-108,,,,,-0.00098600005731,-132
,,,-0.000985000049695,-108,,,,,-0.000985000049695,-134
,,,-0.000984000042081,-108,,,,,-0.000984000042081,-132
,,,-0.000983000034466,-110,,,,,-0.000983000034466,-132
,,,-0.000982000143267,-108,,,,,-0.000982000143267,-132
,,,-0.000981000135653,-108,,,,,-0.000981000135653,-132
,,,-0.000980000128038,-108,,,,,-0.000980000128038,-132
,,,-0.000979000120424,-108,,,,,-0.000979000120424,-132
,,,-0.000978000112809,-108,,,,,-0.000978000112809,-132
,,,-0.000977000105195,-108,,,,,-0.000977000105195,-132
,,,-0.00097600009758,-106,,,,,-0.00097600009758,-132
,,,-0.000975000089966,-106,,,,,-0.000975000089966,-132
,,,-0.000974000082351,-106,,,,,-0.000974000082351,-132
,,,-0.000973000074737,-104,,,,,-0.000973000074737,-132
,,,-0.000972000067122,-104,,,,,-0.000972000067122,-132
,,,-0.000971000117715,-104,,,,,-0.000971000117715,-132
,,,-0.000970000110101,-102,,,,,-0.000970000110101,-130
,,,-0.000969000102486,-102,,,,,-0.000969000102486,-132
,,,-0.000968000094872,-100,,,,,-0.000968000094872,-130
,,,-0.000967000087257,-98,,,,,-0.000967000087257,-132
,,,-0.000966000079643,-98,,,,,-0.000966000079643,-130
,,,-0.000965000072028,-98,,,,,-0.000965000072028,-132
,,,-0.000964000064414,-96,,,,,-0.000964000064414,-130
,,,-0.000963000115007,-94,,,,,-0.000963000115007,-128
,,,-0.000962000107393,-92,,,,,-0.000962000107393,-130
,,,-0.000961000099778,-92,,,,,-0.000961000099778,-130
,,,-0.000960000092164,-90,,,,,-0.000960000092164,-130
,,,-0.000959000084549,-88,,,,,-0.000959000084549,-128
,,,-0.000958000076935,-88,,,,,-0.000958000076935,-128
,,,-0.00095700006932,-86,,,,,-0.00095700006932,-128
,,,-0.000956000061706,-84,,,,,-0.000956000061706,-128
,,,-0.000955000112299,-84,,,,,-0.000955000112299,-128
,,,-0.000954000104684,-82,,,,,-0.000954000104684,-128
,,,-0.00095300009707,-80,,,,,-0.00095300009707,-126
,,,-0.000952000089455,-78,,,,,-0.000952000089455,-128
,,,-0.000951000081841,-78,,,,,-0.000951000081841,-126
,,,-0.000950000074226,-76,,,,,-0.000950000074226,-126
,,,-0.000949000066612,-74,,,,,-0.000949000066612,-124
,,,-0.000948000117205,-72,,,,,-0.000948000117205,-126
,,,-0.000947000109591,-72,,,,,-0.000947000109591,-124
,,,-0.000946000101976,-70,,,,,-0.000946000101976,-124
,,,-0.000945000094362,-68,,,,,-0.000945000094362,-122
,,,-0.000944000086747,-66,,,,,-0.000944000086747,-122
,,,-0.000943000079133,-64,,,,,-0.000943000079133,-120
,,,-0.000942000071518,-64,,,,,-0.000942000071518,-118
,,,-0.000941000063904,-60,,,,,-0.000941000063904,-118
,,,-0.000940000114497,-60,,,,,-0.000940000114497,-116
,,,-0.000939000106882,-58,,,,,-0.000939000106882,-114
,,,-0.000938000099268,-58,,,,,-0.000938000099268,-112
,,,-0.000937000091653,-56,,,,,-0.000937000091653,-110
,,,-0.000936000084039,-54,,,,,-0.000936000084039,-110
,,,-0.000935000076424,-52,,,,,-0.000935000076424,-106
,,,-0.00093400006881,-50,,,,,-0.00093400006881,-104
,,,-0.000933000061195,-48,,,,,-0.000933000061195,-102
,,,-0.000932000111789,-46,,,,,-0.000932000111789,-102
,,,-0.000931000104174,-44,,,,,-0.000931000104174,-98
,,,-0.00093000009656,-42,,,,,-0.00093000009656,-96
,,,-0.000929000088945,-42,,,,,-0.000929000088945,-94
,,,-0.000928000081331,-40,,,,,-0.000928000081331,-92
,,,-0.000927000073716,-38,,,,,-0.000927000073716,-90
,,,-0.000926000066102,-36,,,,,-0.000926000066102,-86
,,,-0.000925000116695,-34,,,,,-0.000925000116695,-86
,,,-0.00092400010908,-32,,,,,-0.00092400010908,-84
,,,-0.000923000101466,-32,,,,,-0.000923000101466,-80
,,,-0.000922000093851,-30,,,,,-0.000922000093851,-78
,,,-0.000921000086237,-28,,,,,-0.000921000086237,-74
,,,-0.000920000078622,-26,,,,,-0.000920000078622,-72
,,,-0.000919000071008,-24,,,,,-0.000919000071008,-70
,,,-0.000918000063393,-22,,,,,-0.000918000063393,-68
,,,-0.000917000113986,-20,,,,,-0.000917000113986,-68
,,,-0.000916000106372,-18,,,,,-0.000916000106372,-64
,,,-0.000915000098757,-16,,,,,-0.000915000098757,-62
,,,-0.000914000091143,-14,,,,,-0.000914000091143,-60
,,,-0.000913000083528,-12,,,,,-0.000913000083528,-56
,,,-0.000912000075914,-10,,,,,-0.000912000075914,-54
,,,-0.000911000068299,-8,,,,,-0.000911000068299,-52
,,,-0.000910000060685,-6,,,,,-0.000910000060685,-50
,,,-0.000909000111278,-4,,,,,-0.000909000111278,-46
,,,-0.000908000103664,-4,,,,,-0.000908000103664,-44
,,,-0.000907000096049,-2,,,,,-0.000907000096049,-42
,,,-0.000906000088435,0,,,,,-0.000906000088435,-38
,,,-0.00090500008082,2,,,,,-0.00090500008082,-36
,,,-0.000904000073206,4,,,,,-0.000904000073206,-34
,,,-0.000903000065591,4,,,,,-0.000903000065591,-32
,,,-0.000902000116184,6,,,,,-0.000902000116184,-28
,,,-0.00090100010857,8,,,,,-0.00090100010857,-26
,,,-0.000900000100955,10,,,,,-0.000900000100955,-24
,,,-0.000899000093341,12,,,,,-0.000899000093341,-20
,,,-0.000898000085726,14,,,,,-0.000898000085726,-18
,,,-0.000897000078112,16,,,,,-0.000897000078112,-16
,,,-0.000896000070497,18,,,,,-0.000896000070497,-12
,,,-0.000895000062883,20,,,,,-0.000895000062883,-10
,,,-0.000894000113476,22,,,,,-0.000894000113476,-8
,,,-0.000893000105862,24,,,,,-0.000893000105862,-4
,,,-0.000892000098247,26,,,,,-0.000892000098247,-2
,,,-0.000891000090633,28,,,,,-0.000891000090633,2
,,,-0.000890000083018,30,,,,,-0.000890000083018,4
,,,-0.000889000075404,32,,,,,-0.000889000075404,6
,,,-0.000888000067789,34,,,,,-0.000888000067789,8
,,,-0.000887000118382,36,,,,,-0.000887000118382,10
,,,-0.000886000110768,36,,,,,-0.000886000110768,12
,,,-0.000885000103153,38,,,,,-0.000885000103153,14
,,,-0.000884000095539,40,,,,,-0.000884000095539,16
,,,-0.000883000087924,44,,,,,-0.000883000087924,20
,,,-0.00088200008031,44,,,,,-0.00088200008031,24
,,,-0.000881000072695,46,,,,,-0.000881000072695,26
,,,-0.000880000065081,48,,,,,-0.000880000065081,30
,,,-0.000879000115674,50,,,,,-0.000879000115674,32
,,,-0.000878000108059,52,,,,,-0.000878000108059,34
,,,-0.000877000100445,54,,,,,-0.000877000100445,38
,,,-0.000876000092831,56,,,,,-0.000876000092831,40
,,,-0.000875000085216,58,,,,,-0.000875000085216,44
,,,-0.000874000077602,60,,,,,-0.000874000077602,48
,,,-0.000873000069987,62,,,,,-0.000873000069987,50
,,,-0.000872000062373,62,,,,,-0.000872000062373,52
,,,-0.000871000112966,66,,,,,-0.000871000112966,56
,,,-0.000870000105351,68,,,,,-0.000870000105351,58
,,,-0.000869000097737,70,,,,,-0.000869000097737,62
,,,-0.000868000090122,70,,,,,-0.000868000090122,64
,,,-0.000867000082508,74,,,,,-0.000867000082508,66
,,,-0.000866000074893,76,,,,,-0.000866000074893,70
,,,-0.000865000067279,76,,,,,-0.000865000067279,72
,,,-0.000864000117872,78,,,,,-0.000864000117872,74
,,,-0.000863000110257,80,,,,,-0.000863000110257,78
,,,-0.000862000102643,82,,,,,-0.000862000102643,80
,,,-0.000861000095028,84,,,,,-0.000861000095028,84
,,,-0.000860000087414,86,,,,,-0.000860000087414,86
,,,-0.000859000079799,88,,,,,-0.000859000079799,90
,,,-0.000858000072185,88,,,,,-0.000858000072185,92
,,,-0.00085700006457,90,,,,,-0.00085700006457,94
,,,-0.000856000115164,92,,,,,-0.000856000115164,98
,,,-0.000855000107549,94,,,,,-0.000855000107549,100
,,,-0.000854000099935,96,,,,,-0.000854000099935,102
,,,-0.00085300009232,98,,,,,-0.00085300009232,106
,,,-0.000852000084706,98,,,,,-0.000852000084706,108
,,,-0.000851000077091,98,,,,,-0.000851000077091,110
,,,-0.000850000069477,100,,,,,-0.000850000069477,110
,,,-0.000849000061862,102,,,,,-0.000849000061862,110
,,,-0.000848000112455,104,,,,,-0.000848000112455,110
,,,-0.000847000104841,104,,,,,-0.000847000104841,110
,,,-0.000846000097226,106,,,,,-0.000846000097226,110
,,,-0.000845000089612,106,,,,,-0.000845000089612,110
,,,-0.000844000081997,108,,,,,-0.000844000081997,110
,,,-0.000843000074383,108,,,,,-0.000843000074383,110
,,,-0.000842000066768,108,,,,,-0.000842000066768,110
,,,-0.000841000117362,108,,,,,-0.000841000117362,110
,,,-0.000840000109747,108,,,,,-0.000840000109747,110
,,,-0.000839000102133,110,,,,,-0.000839000102133,110
,,,-0.000838000094518,110,,,,,-0.000838000094518,110
,,,-0.000837000086904,110,,,,,-0.000837000086904,110
,,,-0.000836000079289,110,,,,,-0.000836000079289,110
,,,-0.000835000071675,110,,,,,-0.000835000071675,110
,,,-0.00083400006406,110,,,,,-0.00083400006406,110
,,,-0.000833000114653,108,,,,,-0.000833000114653,110
,,,-0.000832000107039,108,,,,,-0.000832000107039,110
,,,-0.000831000099424,108,,,,,-0.000831000099424,110
,,,-0.00083000009181,106,,,,,-0.00083000009181,110
,,,-0.000829000084195,106,,,,,-0.000829000084195,110
,,,-0.000828000076581,106,,,,,-0.000828000076581,110
,,,-0.000827000068966,104,,,,,-0.000827000068966,110
,,,-0.000826000061352,104,,,,,-0.000826000061352,110
,,,-0.000825000111945,102,,,,,-0.000825000111945,110
,,,-0.00082400010433,102,,,,,-0.00082400010433,110
,,,-0.000823000096716,100,,,,,-0.000823000096716,110
,,,-0.000822000089101,100,,,,,-0.000822000089101,110
,,,-0.000821000081487,98,,,,,-0.000821000081487,108
,,,-0.000820000073873,98,,,,,-0.000820000073873,110
,,,-0.000819000066258,96,,,,,-0.000819000066258,110
,,,-0.000818000116851,96,,,,,-0.000818000116851,108
,,,-0.000817000109237,94,,,,,-0.000817000109237,108
,,,-0.000816000101622,92,,,,,-0.000816000101622,108
,,,-0.000815000094008,92,,,,,-0.000815000094008,108
,,,-0.000814000086393,90,,,,,-0.000814000086393,108
,,,-0.000813000078779,88,,,,,-0.000813000078779,108
,,,-0.000812000071164,86,,,,,-0.000812000071164,106
,,,-0.00081100006355,86,,,,,-0.00081100006355,108
,,,-0.000810000114143,84,,,,,-0.000810000114143,106
,,,-0.000809000106528,82,,,,,-0.000809000106528,106
,,,-0.000808000098914,80,,,,,-0.000808000098914,106
,,,-0.000807000091299,78,,,,,-0.000807000091299,106
,,,-0.000806000083685,76,,,,,-0.000806000083685,104
,,,-0.00080500007607,76,,,,,-0.00080500007607,106
,,,-0.000804000068456,74,,,,,-0.000804000068456,104
,,,-0.000803000060841,74,,,,,-0.000803000060841,104
,,,-0.000802000111435,70,,,,,-0.000802000111435,104
,,,-0.00080100010382,70,,,,,-0.00080100010382,102
,,,-0.000800000096206,68,,,,,-0.000800000096206,102
,,,-0.000799000088591,68,,,,,-0.000799000088591,102
,,,-0.000798000080977,64,,,,,-0.000798000080977,102
,,,-0.000797000073362,64,,,,,-0.000797000073362,102
,,,-0.000796000065748,62,,,,,-0.000796000065748,102
,,,-0.000795000116341,60,,,,,-0.000795000116341,100
,,,-0.000794000108726,58,,,,,-0.000794000108726,100
,,,-0.000793000101112,56,,,,,-0.000793000101112,100
,,,-0.000792000093497,56,,,,,-0.000792000093497,98
,,,-0.000791000085883,54,,,,,-0.000791000085883,98
,,,-0.000790000078268,52,,,,,-0.000790000078268,96
,,,-0.000789000070654,52,,,,,-0.000789000070654,96
,,,-0.000788000063039,50,,,,,-0.000788000063039,94
,,,-0.000787000113633,50,,,,,-0.000787000113633,92
,,,-0.000786000106018,46,,,,,-0.000786000106018,90
,,,-0.000785000098404,46,,,,,-0.000785000098404,90
,,,-0.000784000090789,44,,,,,-0.000784000090789,88
,,,-0.000783000083175,42,,,,,-0.000783000083175,88
,,,-0.00078200007556,40,,,,,-0.00078200007556,84
,,,-0.000781000067946,38,,,,,-0.000781000067946,84
,,,-0.000780000118539,38,,,,,-0.000780000118539,82
,,,-0.000779000110924,36,,,,,-0.000779000110924,80
,,,-0.00077800010331,34,,,,,-0.00077800010331,78
,,,-0.000777000095695,32,,,,,-0.000777000095695,76
,,,-0.000776000088081,30,,,,,-0.000776000088081,74
,,,-0.000775000080466,30,,,,,-0.000775000080466,72
,,,-0.000774000072852,28,,,,,-0.000774000072852,70
,,,-0.000773000065237,26,,,,,-0.000773000065237,68
,,,-0.00077200011583,24,,,,,-0.00077200011583,66
,,,-0.000771000108216,22,,,,,-0.000771000108216,64
