Record Length,2500,Points,Tiempo1,Voltaje1,,,,,Tiempo2,Voltaje2
Sample Interval,1E-06,s,-0.0012500001,-116,,Record Length,2500,Points,-0.0012500001,-132
Trigger Point,1250.0002,Samples,-0.0012490001,-118,,Sample Interval,1E-06,s,-0.0012490001,-132
,,,-0.0012480001,-116,,Trigger Point,1250.0002,Samples,-0.0012480001,-132
,,,-0.0012470001,-118,,,,,-0.0012470001,-132
,,,-0.0012460001,-118,,,,,-0.0012460001,-132
Source,CH1,,-0.0012450001,-118,,,,,-0.0012450001,-132
Vertical Units,Volts,,-0.001244,-116,,Source,CH2,,-0.001244,-134
Vertical Scale,50,,-0.001243,-116,,Vertical Units,Volts,,-0.001243,-134
Vertical Offset,0,,-0.0012420001,-116,,Vertical Scale,50,,-0.0012420001,-132
Horizontal Units,s,,-0.0012410001,-114,,Vertical Offset,0,,-0.0012410001,-132
Horizontal Scale,0.00024999999937,,-0.0012400001,-114,,Horizontal Units,s,,-0.0012400001,-132
Pt Fmt,Y,,-0.0012390001,-114,,Horizontal Scale,0.00024999999937,,-0.0012390001,-132
Yzero,0.16,,-0.0012380001,-112,,Pt Fmt,Y,,-0.0012380001,-134
Probe Atten,10,,-0.0012370001,-112,,Yzero,0.08,,-0.0012370001,-132
,,,-0.0012360001,-110,,Probe Atten,10,,-0.0012360001,-132
Note, - 6:42:21 p. m.   11/03/2021,,-0.0012350001,-110,,,,,-0.0012350001,-132
,,,-0.0012340001,-108,,Note, - 6:42:21 p. m.   11/03/2021,,-0.0012340001,-130
,,,-0.0012330001,-108,,,,,-0.0012330001,-132
,,,-0.0012320001,-106,,,,,-0.0012320001,-132
,,,-0.0012310001,-106,,,,,-0.0012310001,-130
,,,-0.0012300001,-104,,,,,-0.0012300001,-130
,,,-0.001229,-102,,,,,-0.001229,-130
,,,-0.001228,-100,,,,,-0.001228,-130
,,,-0.0012270001,-100,,,,,-0.0012270001,-128
,,,-0.0012260001,-98,,,,,-0.0012260001,-128
,,,-0.0012250001,-96,,,,,-0.0012250001,-130
,,,-0.0012240001,-96,,,,,-0.0012240001,-130
,,,-0.0012230001,-94,,,,,-0.0012230001,-128
,,,-0.0012220001,-92,,,,,-0.0012220001,-128
,,,-0.0012210001,-90,,,,,-0.0012210001,-126
,,,-0.0012200001,-90,,,,,-0.0012200001,-126
,,,-0.0012190001,-88,,,,,-0.0012190001,-126
,,,-0.0012180001,-86,,,,,-0.0012180001,-126
,,,-0.0012170001,-84,,,,,-0.0012170001,-126
,,,-0.0012160001,-84,,,,,-0.0012160001,-126
,,,-0.0012150001,-82,,,,,-0.0012150001,-124
,,,-0.001214,-80,,,,,-0.001214,-124
,,,-0.001213,-78,,,,,-0.001213,-122
,,,-0.001212,-76,,,,,-0.001212,-118
,,,-0.0012110001,-76,,,,,-0.0012110001,-118
,,,-0.0012100001,-74,,,,,-0.0012100001,-116
,,,-0.0012090001,-72,,,,,-0.0012090001,-114
,,,-0.0012080001,-70,,,,,-0.0012080001,-112
,,,-0.0012070001,-68,,,,,-0.0012070001,-110
,,,-0.0012060001,-66,,,,,-0.0012060001,-108
,,,-0.0012050001,-64,,,,,-0.0012050001,-106
,,,-0.0012040001,-62,,,,,-0.0012040001,-104
,,,-0.0012030001,-60,,,,,-0.0012030001,-102
,,,-0.0012020001,-58,,,,,-0.0012020001,-100
,,,-0.0012010001,-56,,,,,-0.0012010001,-98
,,,-0.0012000001,-56,,,,,-0.0012000001,-96
,,,-0.001199,-54,,,,,-0.001199,-94
,,,-0.001198,-50,,,,,-0.001198,-92
,,,-0.001197,-48,,,,,-0.001197,-90
,,,-0.0011960001,-46,,,,,-0.0011960001,-88
,,,-0.0011950001,-46,,,,,-0.0011950001,-84
,,,-0.0011940001,-42,,,,,-0.0011940001,-82
,,,-0.0011930001,-42,,,,,-0.0011930001,-80
,,,-0.0011920001,-40,,,,,-0.0011920001,-76
,,,-0.0011910001,-38,,,,,-0.0011910001,-74
,,,-0.0011900001,-36,,,,,-0.0011900001,-72
,,,-0.0011890001,-34,,,,,-0.0011890001,-68
,,,-0.0011880001,-32,,,,,-0.0011880001,-66
,,,-0.0011870001,-30,,,,,-0.0011870001,-64
,,,-0.0011860001,-28,,,,,-0.0011860001,-62
,,,-0.0011850001,-26,,,,,-0.0011850001,-58
,,,-0.0011840001,-24,,,,,-0.0011840001,-56
,,,-0.001183,-22,,,,,-0.001183,-54
,,,-0.001182,-20,,,,,-0.001182,-50
,,,-0.0011810001,-16,,,,,-0.0011810001,-50
,,,-0.0011800001,-16,,,,,-0.0011800001,-48
,,,-0.0011790001,-12,,,,,-0.0011790001,-44
,,,-0.0011780001,-10,,,,,-0.0011780001,-42
,,,-0.0011770001,-8,,,,,-0.0011770001,-40
,,,-0.0011760001,-8,,,,,-0.0011760001,-36
,,,-0.0011750001,-4,,,,,-0.0011750001,-34
,,,-0.0011740001,-4,,,,,-0.0011740001,-30
,,,-0.0011730001,0,,,,,-0.0011730001,-28
,,,-0.0011720001,2,,,,,-0.0011720001,-26
,,,-0.0011710001,4,,,,,-0.0011710001,-24
,,,-0.0011700001,6,,,,,-0.0011700001,-20
,,,-0.0011690001,8,,,,,-0.0011690001,-16
,,,-0.001168,8,,,,,-0.001168,-14
,,,-0.001167,12,,,,,-0.001167,-12
,,,-0.001166,14,,,,,-0.001166,-10
,,,-0.0011650001,16,,,,,-0.0011650001,-6
,,,-0.0011640001,18,,,,,-0.0011640001,-4
,,,-0.0011630001,20,,,,,-0.0011630001,0
,,,-0.0011620001,22,,,,,-0.0011620001,2
,,,-0.0011610001,24,,,,,-0.0011610001,4
,,,-0.0011600001,26,,,,,-0.0011600001,8
,,,-0.0011590001,28,,,,,-0.0011590001,10
,,,-0.0011580001,30,,,,,-0.0011580001,10
,,,-0.0011570001,32,,,,,-0.0011570001,14
,,,-0.0011560001,34,,,,,-0.0011560001,16
,,,-0.0011550001,38,,,,,-0.0011550001,18
,,,-0.0011540001,38,,,,,-0.0011540001,22
,,,-0.001153,40,,,,,-0.001153,24
,,,-0.001152,44,,,,,-0.001152,28
,,,-0.001151,46,,,,,-0.001151,30
,,,-0.0011500001,46,,,,,-0.0011500001,34
,,,-0.0011490001,50,,,,,-0.0011490001,36
,,,-0.0011480001,50,,,,,-0.0011480001,38
,,,-0.0011470001,54,,,,,-0.0011470001,42
,,,-0.0011460001,54,,,,,-0.0011460001,46
,,,-0.0011450001,56,,,,,-0.0011450001,48
,,,-0.0011440001,60,,,,,-0.0011440001,50
,,,-0.0011430001,62,,,,,-0.0011430001,54
,,,-0.0011420001,64,,,,,-0.0011420001,56
,,,-0.0011410001,66,,,,,-0.0011410001,60
,,,-0.0011400001,68,,,,,-0.0011400001,62
,,,-0.0011390001,70,,,,,-0.0011390001,66
,,,-0.0011380001,72,,,,,-0.0011380001,68
,,,-0.001137,74,,,,,-0.001137,70
,,,-0.001136,78,,,,,-0.001136,74
,,,-0.0011350001,78,,,,,-0.0011350001,76
,,,-0.0011340001,80,,,,,-0.0011340001,78
,,,-0.0011330001,84,,,,,-0.0011330001,80
,,,-0.0011320001,86,,,,,-0.0011320001,84
,,,-0.0011310001,88,,,,,-0.0011310001,88
,,,-0.0011300001,90,,,,,-0.0011300001,90
,,,-0.0011290001,92,,,,,-0.0011290001,92
,,,-0.0011280001,94,,,,,-0.0011280001,96
,,,-0.0011270001,96,,,,,-0.0011270001,98
,,,-0.0011260001,98,,,,,-0.0011260001,102
,,,-0.0011250001,100,,,,,-0.0011250001,104
,,,-0.0011240001,102,,,,,-0.0011240001,106
,,,-0.0011230001,102,,,,,-0.0011230001,108
,,,-0.001122,104,,,,,-0.001122,110
,,,-0.001121,106,,,,,-0.001121,110
,,,-0.0011200001,108,,,,,-0.0011200001,110
,,,-0.0011190001,110,,,,,-0.0011190001,110
,,,-0.0011180001,110,,,,,-0.0011180001,110
,,,-0.0011170001,112,,,,,-0.0011170001,110
,,,-0.0011160001,114,,,,,-0.0011160001,110
,,,-0.0011150001,114,,,,,-0.0011150001,110
,,,-0.0011140001,114,,,,,-0.0011140001,110
,,,-0.0011130001,116,,,,,-0.0011130001,112
,,,-0.0011120001,116,,,,,-0.0011120001,112
,,,-0.0011110001,116,,,,,-0.0011110001,112
,,,-0.0011100001,116,,,,,-0.0011100001,112
,,,-0.0011090001,116,,,,,-0.0011090001,112
,,,-0.0011080001,116,,,,,-0.0011080001,114
,,,-0.001107,116,,,,,-0.001107,112
,,,-0.001106,116,,,,,-0.001106,112
,,,-0.001105,116,,,,,-0.001105,112
,,,-0.0011040001,116,,,,,-0.0011040001,114
,,,-0.0011030001,114,,,,,-0.0011030001,112
,,,-0.0011020001,114,,,,,-0.0011020001,112
,,,-0.0011010001,114,,,,,-0.0011010001,112
,,,-0.0011000001,114,,,,,-0.0011000001,112
,,,-0.0010990001,112,,,,,-0.0010990001,112
,,,-0.0010980001,112,,,,,-0.0010980001,112
,,,-0.0010970001,110,,,,,-0.0010970001,112
,,,-0.0010960001,110,,,,,-0.0010960001,112
,,,-0.0010950001,110,,,,,-0.0010950001,112
,,,-0.0010940001,108,,,,,-0.0010940001,112
,,,-0.0010930001,108,,,,,-0.0010930001,112
,,,-0.001092,106,,,,,-0.001092,110
,,,-0.001091,104,,,,,-0.001091,112
,,,-0.00109,104,,,,,-0.00109,110
,,,-0.0010890001,100,,,,,-0.0010890001,110
,,,-0.0010880001,100,,,,,-0.0010880001,110
,,,-0.0010870001,100,,,,,-0.0010870001,110
,,,-0.0010860001,98,,,,,-0.0010860001,108
,,,-0.0010850001,96,,,,,-0.0010850001,108
,,,-0.0010840001,94,,,,,-0.0010840001,110
,,,-0.0010830001,94,,,,,-0.0010830001,108
,,,-0.0010820001,92,,,,,-0.0010820001,106
,,,-0.0010810001,90,,,,,-0.0010810001,108
,,,-0.0010800001,88,,,,,-0.0010800001,106
,,,-0.0010790001,86,,,,,-0.0010790001,106
,,,-0.0010780001,86,,,,,-0.0010780001,106
,,,-0.0010770001,84,,,,,-0.0010770001,106
,,,-0.001076,82,,,,,-0.001076,104
,,,-0.001075,80,,,,,-0.001075,104
,,,-0.0010740001,80,,,,,-0.0010740001,104
,,,-0.0010730001,78,,,,,-0.0010730001,104
,,,-0.0010720001,76,,,,,-0.0010720001,102
,,,-0.0010710001,74,,,,,-0.0010710001,102
,,,-0.0010700001,74,,,,,-0.0010700001,102
,,,-0.0010690001,72,,,,,-0.0010690001,102
,,,-0.0010680001,70,,,,,-0.0010680001,100
,,,-0.0010670001,68,,,,,-0.0010670001,100
,,,-0.0010660001,68,,,,,-0.0010660001,98
,,,-0.0010650001,66,,,,,-0.0010650001,100
,,,-0.0010640001,62,,,,,-0.0010640001,98
,,,-0.0010630001,62,,,,,-0.0010630001,96
,,,-0.0010620001,60,,,,,-0.0010620001,94
,,,-0.001061,58,,,,,-0.001061,94
,,,-0.00106,56,,,,,-0.00106,92
,,,-0.001059,54,,,,,-0.001059,90
,,,-0.0010580001,52,,,,,-0.0010580001,88
,,,-0.0010570001,52,,,,,-0.0010570001,88
,,,-0.0010560001,52,,,,,-0.0010560001,86
,,,-0.0010550001,50,,,,,-0.0010550001,82
,,,-0.0010540001,48,,,,,-0.0010540001,82
,,,-0.0010530001,46,,,,,-0.0010530001,78
,,,-0.0010520001,44,,,,,-0.0010520001,78
,,,-0.0010510001,42,,,,,-0.0010510001,76
,,,-0.0010500001,40,,,,,-0.0010500001,72
,,,-0.0010490001,38,,,,,-0.0010490001,72
,,,-0.0010480001,36,,,,,-0.0010480001,70
,,,-0.0010470001,36,,,,,-0.0010470001,68
,,,-0.001046,32,,,,,-0.001046,66
