Record Length,2500,Points,Tiempo1,Voltaje1,,,,,Tiempo2,Voltaje2
Sample Interval,1E-06,s,-0.0012500001,-8,,Record Length,2500,Points,-0.0012500001,-66
Trigger Point,1250.0002,Samples,-0.0012490001,-6,,Sample Interval,1E-06,s,-0.0012490001,-64
,,,-0.0012480001,-4,,Trigger Point,1250.0002,Samples,-0.0012480001,-62
,,,-0.0012470001,-2,,,,,-0.0012470001,-60
,,,-0.0012460001,0,,,,,-0.0012460001,-56
Source,CH1,,-0.0012450001,0,,,,,-0.0012450001,-56
Vertical Units,Volts,,-0.001244,2,,Source,CH2,,-0.001244,-52
Vertical Scale,50,,-0.001243,4,,Vertical Units,Volts,,-0.001243,-48
Vertical Offset,0,,-0.0012420001,4,,Vertical Scale,50,,-0.0012420001,-48
Horizontal Units,s,,-0.0012410001,8,,Vertical Offset,0,,-0.0012410001,-44
Horizontal Scale,0.00024999999937,,-0.0012400001,8,,Horizontal Units,s,,-0.0012400001,-42
Pt Fmt,Y,,-0.0012390001,10,,Horizontal Scale,0.00024999999937,,-0.0012390001,-40
Yzero,0.16,,-0.0012380001,10,,Pt Fmt,Y,,-0.0012380001,-38
Probe Atten,10,,-0.0012370001,12,,Yzero,0.08,,-0.0012370001,-34
,,,-0.0012360001,14,,Probe Atten,10,,-0.0012360001,-32
Note, - 6:49:05 p. m.   11/03/2021,,-0.0012350001,16,,,,,-0.0012350001,-28
,,,-0.0012340001,18,,Note, - 6:49:05 p. m.   11/03/2021,,-0.0012340001,-26
,,,-0.0012330001,20,,,,,-0.0012330001,-24
,,,-0.0012320001,22,,,,,-0.0012320001,-22
,,,-0.0012310001,24,,,,,-0.0012310001,-18
,,,-0.0012300001,24,,,,,-0.0012300001,-16
,,,-0.001229,26,,,,,-0.001229,-14
,,,-0.001228,28,,,,,-0.001228,-10
,,,-0.0012270001,30,,,,,-0.0012270001,-8
,,,-0.0012260001,32,,,,,-0.0012260001,-6
,,,-0.0012250001,34,,,,,-0.0012250001,-2
,,,-0.0012240001,36,,,,,-0.0012240001,0
,,,-0.0012230001,36,,,,,-0.0012230001,4
,,,-0.0012220001,38,,,,,-0.0012220001,6
,,,-0.0012210001,40,,,,,-0.0012210001,8
,,,-0.0012200001,42,,,,,-0.0012200001,10
,,,-0.0012190001,44,,,,,-0.0012190001,12
,,,-0.0012180001,46,,,,,-0.0012180001,14
,,,-0.0012170001,48,,,,,-0.0012170001,16
,,,-0.0012160001,48,,,,,-0.0012160001,18
,,,-0.0012150001,50,,,,,-0.0012150001,22
,,,-0.001214,52,,,,,-0.001214,26
,,,-0.001213,52,,,,,-0.001213,28
,,,-0.001212,54,,,,,-0.001212,30
,,,-0.0012110001,56,,,,,-0.0012110001,34
,,,-0.0012100001,56,,,,,-0.0012100001,36
,,,-0.0012090001,58,,,,,-0.0012090001,40
,,,-0.0012080001,60,,,,,-0.0012080001,42
,,,-0.0012070001,62,,,,,-0.0012070001,46
,,,-0.0012060001,64,,,,,-0.0012060001,48
,,,-0.0012050001,66,,,,,-0.0012050001,50
,,,-0.0012040001,68,,,,,-0.0012040001,54
,,,-0.0012030001,68,,,,,-0.0012030001,56
,,,-0.0012020001,70,,,,,-0.0012020001,58
,,,-0.0012010001,72,,,,,-0.0012010001,62
,,,-0.0012000001,74,,,,,-0.0012000001,64
,,,-0.001199,76,,,,,-0.001199,66
,,,-0.001198,76,,,,,-0.001198,70
,,,-0.001197,78,,,,,-0.001197,72
,,,-0.0011960001,80,,,,,-0.0011960001,76
,,,-0.0011950001,80,,,,,-0.0011950001,78
,,,-0.0011940001,82,,,,,-0.0011940001,80
,,,-0.0011930001,84,,,,,-0.0011930001,82
,,,-0.0011920001,84,,,,,-0.0011920001,84
,,,-0.0011910001,86,,,,,-0.0011910001,88
,,,-0.0011900001,88,,,,,-0.0011900001,90
,,,-0.0011890001,88,,,,,-0.0011890001,94
,,,-0.0011880001,90,,,,,-0.0011880001,96
,,,-0.0011870001,92,,,,,-0.0011870001,98
,,,-0.0011860001,92,,,,,-0.0011860001,100
,,,-0.0011850001,92,,,,,-0.0011850001,104
,,,-0.0011840001,94,,,,,-0.0011840001,106
,,,-0.001183,96,,,,,-0.001183,108
,,,-0.001182,96,,,,,-0.001182,108
,,,-0.0011810001,96,,,,,-0.0011810001,110
,,,-0.0011800001,98,,,,,-0.0011800001,110
,,,-0.0011790001,98,,,,,-0.0011790001,110
,,,-0.0011780001,98,,,,,-0.0011780001,110
,,,-0.0011770001,98,,,,,-0.0011770001,110
,,,-0.0011760001,98,,,,,-0.0011760001,108
,,,-0.0011750001,98,,,,,-0.0011750001,108
,,,-0.0011740001,98,,,,,-0.0011740001,108
,,,-0.0011730001,100,,,,,-0.0011730001,108
,,,-0.0011720001,100,,,,,-0.0011720001,108
,,,-0.0011710001,98,,,,,-0.0011710001,110
,,,-0.0011700001,100,,,,,-0.0011700001,108
,,,-0.0011690001,98,,,,,-0.0011690001,108
,,,-0.001168,98,,,,,-0.001168,110
,,,-0.001167,100,,,,,-0.001167,110
,,,-0.001166,98,,,,,-0.001166,110
,,,-0.0011650001,98,,,,,-0.0011650001,110
,,,-0.0011640001,98,,,,,-0.0011640001,108
,,,-0.0011630001,96,,,,,-0.0011630001,108
,,,-0.0011620001,96,,,,,-0.0011620001,108
,,,-0.0011610001,96,,,,,-0.0011610001,108
,,,-0.0011600001,94,,,,,-0.0011600001,108
,,,-0.0011590001,94,,,,,-0.0011590001,108
,,,-0.0011580001,92,,,,,-0.0011580001,110
,,,-0.0011570001,92,,,,,-0.0011570001,108
,,,-0.0011560001,92,,,,,-0.0011560001,108
,,,-0.0011550001,90,,,,,-0.0011550001,108
,,,-0.0011540001,88,,,,,-0.0011540001,108
,,,-0.001153,88,,,,,-0.001153,108
,,,-0.001152,86,,,,,-0.001152,108
,,,-0.001151,84,,,,,-0.001151,108
,,,-0.0011500001,84,,,,,-0.0011500001,108
,,,-0.0011490001,82,,,,,-0.0011490001,108
,,,-0.0011480001,80,,,,,-0.0011480001,106
,,,-0.0011470001,80,,,,,-0.0011470001,106
,,,-0.0011460001,78,,,,,-0.0011460001,106
,,,-0.0011450001,76,,,,,-0.0011450001,106
,,,-0.0011440001,76,,,,,-0.0011440001,106
,,,-0.0011430001,74,,,,,-0.0011430001,106
,,,-0.0011420001,72,,,,,-0.0011420001,106
,,,-0.0011410001,72,,,,,-0.0011410001,106
,,,-0.0011400001,70,,,,,-0.0011400001,104
,,,-0.0011390001,68,,,,,-0.0011390001,104
,,,-0.0011380001,68,,,,,-0.0011380001,104
,,,-0.001137,66,,,,,-0.001137,104
,,,-0.001136,64,,,,,-0.001136,104
,,,-0.0011350001,62,,,,,-0.0011350001,104
,,,-0.0011340001,62,,,,,-0.0011340001,104
,,,-0.0011330001,60,,,,,-0.0011330001,104
,,,-0.0011320001,58,,,,,-0.0011320001,102
,,,-0.0011310001,56,,,,,-0.0011310001,102
,,,-0.0011300001,54,,,,,-0.0011300001,102
,,,-0.0011290001,54,,,,,-0.0011290001,102
,,,-0.0011280001,52,,,,,-0.0011280001,102
,,,-0.0011270001,52,,,,,-0.0011270001,100
,,,-0.0011260001,48,,,,,-0.0011260001,100
,,,-0.0011250001,48,,,,,-0.0011250001,100
,,,-0.0011240001,46,,,,,-0.0011240001,100
,,,-0.0011230001,46,,,,,-0.0011230001,98
,,,-0.001122,44,,,,,-0.001122,98
,,,-0.001121,42,,,,,-0.001121,96
,,,-0.0011200001,42,,,,,-0.0011200001,96
,,,-0.0011190001,38,,,,,-0.0011190001,94
,,,-0.0011180001,38,,,,,-0.0011180001,94
,,,-0.0011170001,36,,,,,-0.0011170001,92
,,,-0.0011160001,36,,,,,-0.0011160001,90
,,,-0.0011150001,34,,,,,-0.0011150001,90
,,,-0.0011140001,32,,,,,-0.0011140001,88
,,,-0.0011130001,30,,,,,-0.0011130001,88
,,,-0.0011120001,30,,,,,-0.0011120001,84
,,,-0.0011110001,28,,,,,-0.0011110001,84
,,,-0.0011100001,26,,,,,-0.0011100001,82
,,,-0.0011090001,26,,,,,-0.0011090001,80
,,,-0.0011080001,24,,,,,-0.0011080001,78
